team,rank,country,elo,league,week
Elche,55,ESP,1657.03820801,ESP-La Liga,2014-4-23
Almeria,59,ESP,1642.59387207,ESP-La Liga,2014-4-23
Real Madrid,1,ESP,2094.33178711,ESP-La Liga,2014-4-30
Barcelona,2,ESP,2038.55334473,ESP-La Liga,2014-4-30
Atletico,4,ESP,1990.29870605,ESP-La Liga,2014-4-30
Sevilla,13,ESP,1853.17980957,ESP-La Liga,2014-4-30
Bilbao,15,ESP,1829.64477539,ESP-La Liga,2014-4-30
Sociedad,16,ESP,1815.4510498,ESP-La Liga,2014-4-30
Valencia,19,ESP,1794.45996094,ESP-La Liga,2014-4-30
Villarreal,23,ESP,1752.57849121,ESP-La Liga,2014-4-30
Malaga,26,ESP,1747.76208496,ESP-La Liga,2014-4-30
Rayo Vallecano,28,ESP,1725.97692871,ESP-La Liga,2014-4-30
Celta,30,ESP,1715.85534668,ESP-La Liga,2014-4-30
Levante,33,ESP,1711.28259277,ESP-La Liga,2014-4-30
Espanyol,36,ESP,1707.48974609,ESP-La Liga,2014-4-30
Osasuna,39,ESP,1687.02172852,ESP-La Liga,2014-4-30
Getafe,43,ESP,1682.01416016,ESP-La Liga,2014-4-30
Valladolid,45,ESP,1678.78894043,ESP-La Liga,2014-4-30
Granada,50,ESP,1665.34521484,ESP-La Liga,2014-4-30
Betis,51,ESP,1664.79089355,ESP-La Liga,2014-4-30
Elche,52,ESP,1662.86560059,ESP-La Liga,2014-4-30
Almeria,53,ESP,1660.88671875,ESP-La Liga,2014-4-30
Real Madrid,1,ESP,2090.74975586,ESP-La Liga,2014-5-7
Barcelona,3,ESP,2034.38024902,ESP-La Liga,2014-5-7
Atletico,4,ESP,1989.6661377,ESP-La Liga,2014-5-7
Sevilla,13,ESP,1849.96691895,ESP-La Liga,2014-5-7
Bilbao,14,ESP,1846.16687012,ESP-La Liga,2014-5-7
Sociedad,16,ESP,1814.12402344,ESP-La Liga,2014-5-7
Valencia,17,ESP,1809.57800293,ESP-La Liga,2014-5-7
Villarreal,23,ESP,1761.41088867,ESP-La Liga,2014-5-7
Malaga,26,ESP,1739.8692627,ESP-La Liga,2014-5-7
Levante,27,ESP,1734.94592285,ESP-La Liga,2014-5-7
Celta,28,ESP,1733.27893066,ESP-La Liga,2014-5-7
Rayo Vallecano,30,ESP,1718.03259277,ESP-La Liga,2014-5-7
Espanyol,36,ESP,1704.85314941,ESP-La Liga,2014-5-7
Getafe,39,ESP,1694.76501465,ESP-La Liga,2014-5-7
Valladolid,40,ESP,1690.00341797,ESP-La Liga,2014-5-7
Elche,44,ESP,1679.33642578,ESP-La Liga,2014-5-7
Osasuna,45,ESP,1678.17590332,ESP-La Liga,2014-5-7
Granada,47,ESP,1675.25024414,ESP-La Liga,2014-5-7
Almeria,48,ESP,1671.44873047,ESP-La Liga,2014-5-7
Betis,53,ESP,1662.8067627,ESP-La Liga,2014-5-7
Real Madrid,1,ESP,2063.13916016,ESP-La Liga,2014-5-14
Barcelona,3,ESP,2027.68432617,ESP-La Liga,2014-5-14
Atletico,4,ESP,1982.35620117,ESP-La Liga,2014-5-14
Bilbao,13,ESP,1843.21618652,ESP-La Liga,2014-5-14
Sevilla,14,ESP,1839.70690918,ESP-La Liga,2014-5-14
Sociedad,16,ESP,1817.07470703,ESP-La Liga,2014-5-14
Valencia,19,ESP,1797.97839355,ESP-La Liga,2014-5-14
Villarreal,23,ESP,1771.72375488,ESP-La Liga,2014-5-14
Celta,25,ESP,1753.48510742,ESP-La Liga,2014-5-14
Malaga,27,ESP,1747.17919922,ESP-La Liga,2014-5-14
Levante,28,ESP,1746.54541016,ESP-La Liga,2014-5-14
Rayo Vallecano,33,ESP,1707.71972656,ESP-La Liga,2014-5-14
Getafe,35,ESP,1705.02514648,ESP-La Liga,2014-5-14
Espanyol,37,ESP,1702.04394531,ESP-La Liga,2014-5-14
Valladolid,41,ESP,1690.41101074,ESP-La Liga,2014-5-14
Elche,44,ESP,1686.03234863,ESP-La Liga,2014-5-14
Almeria,45,ESP,1685.60327148,ESP-La Liga,2014-5-14
Osasuna,47,ESP,1680.98510742,ESP-La Liga,2014-5-14
Betis,50,ESP,1669.80395508,ESP-La Liga,2014-5-14
Granada,53,ESP,1661.09570312,ESP-La Liga,2014-5-14
Real Madrid,1,ESP,2064.68261719,ESP-La Liga,2014-5-21
Barcelona,3,ESP,2024.54199219,ESP-La Liga,2014-5-21
Atletico,4,ESP,1985.94873047,ESP-La Liga,2014-5-21
Sevilla,13,ESP,1845.08215332,ESP-La Liga,2014-5-21
Bilbao,14,ESP,1841.12438965,ESP-La Liga,2014-5-21
Sociedad,17,ESP,1806.16113281,ESP-La Liga,2014-5-21
Valencia,18,ESP,1803.2890625,ESP-La Liga,2014-5-21
Villarreal,22,ESP,1783.08740234,ESP-La Liga,2014-5-21
Malaga,25,ESP,1753.70324707,ESP-La Liga,2014-5-21
Celta,26,ESP,1748.62463379,ESP-La Liga,2014-5-21
Levante,28,ESP,1740.47143555,ESP-La Liga,2014-5-21
Getafe,31,ESP,1715.23681641,ESP-La Liga,2014-5-21
Espanyol,37,ESP,1700.95043945,ESP-La Liga,2014-5-21
Rayo Vallecano,38,ESP,1697.95825195,ESP-La Liga,2014-5-21
Almeria,43,ESP,1688.1451416,ESP-La Liga,2014-5-21
Osasuna,44,ESP,1687.16870117,ESP-La Liga,2014-5-21
Elche,45,ESP,1681.86523438,ESP-La Liga,2014-5-21
Valladolid,46,ESP,1679.71130371,ESP-La Liga,2014-5-21
Granada,49,ESP,1672.2454834,ESP-La Liga,2014-5-21
Betis,51,ESP,1664.07043457,ESP-La Liga,2014-5-21
Real Madrid,1,ESP,2075.05200195,ESP-La Liga,2014-5-28
Barcelona,3,ESP,2024.54199219,ESP-La Liga,2014-5-28
Atletico,4,ESP,1975.5793457,ESP-La Liga,2014-5-28
Sevilla,13,ESP,1845.08215332,ESP-La Liga,2014-5-28
Bilbao,14,ESP,1841.12438965,ESP-La Liga,2014-5-28
Sociedad,17,ESP,1806.16113281,ESP-La Liga,2014-5-28
Valencia,18,ESP,1803.2890625,ESP-La Liga,2014-5-28
Villarreal,22,ESP,1783.08740234,ESP-La Liga,2014-5-28
Malaga,25,ESP,1753.70324707,ESP-La Liga,2014-5-28
Celta,26,ESP,1748.62463379,ESP-La Liga,2014-5-28
Levante,28,ESP,1740.47143555,ESP-La Liga,2014-5-28
Getafe,31,ESP,1715.23681641,ESP-La Liga,2014-5-28
Espanyol,37,ESP,1700.95043945,ESP-La Liga,2014-5-28
Rayo Vallecano,38,ESP,1697.95825195,ESP-La Liga,2014-5-28
Almeria,43,ESP,1688.1451416,ESP-La Liga,2014-5-28
Osasuna,44,ESP,1687.16870117,ESP-La Liga,2014-5-28
Elche,45,ESP,1681.86523438,ESP-La Liga,2014-5-28
Valladolid,46,ESP,1679.71130371,ESP-La Liga,2014-5-28
Granada,49,ESP,1672.2454834,ESP-La Liga,2014-5-28
Betis,51,ESP,1664.07043457,ESP-La Liga,2014-5-28
Real Madrid,1,ESP,2075.05200195,ESP-La Liga,2014-6-4
Barcelona,3,ESP,2024.54199219,ESP-La Liga,2014-6-4
Atletico,4,ESP,1975.5793457,ESP-La Liga,2014-6-4
Sevilla,13,ESP,1845.08215332,ESP-La Liga,2014-6-4
Bilbao,14,ESP,1841.12438965,ESP-La Liga,2014-6-4
Sociedad,17,ESP,1806.16113281,ESP-La Liga,2014-6-4
Valencia,18,ESP,1803.2890625,ESP-La Liga,2014-6-4
Villarreal,22,ESP,1783.08740234,ESP-La Liga,2014-6-4
Malaga,25,ESP,1753.70324707,ESP-La Liga,2014-6-4
Celta,26,ESP,1748.62463379,ESP-La Liga,2014-6-4
Levante,28,ESP,1740.47143555,ESP-La Liga,2014-6-4
Getafe,31,ESP,1715.23681641,ESP-La Liga,2014-6-4
Espanyol,37,ESP,1700.95043945,ESP-La Liga,2014-6-4
Rayo Vallecano,38,ESP,1697.95825195,ESP-La Liga,2014-6-4
Almeria,43,ESP,1688.1451416,ESP-La Liga,2014-6-4
Osasuna,44,ESP,1687.16870117,ESP-La Liga,2014-6-4
Elche,45,ESP,1681.86523438,ESP-La Liga,2014-6-4
Valladolid,46,ESP,1679.71130371,ESP-La Liga,2014-6-4
Granada,49,ESP,1672.2454834,ESP-La Liga,2014-6-4
Betis,51,ESP,1664.07043457,ESP-La Liga,2014-6-4
Real Madrid,1,ESP,2075.05200195,ESP-La Liga,2014-6-11
Barcelona,3,ESP,2024.54199219,ESP-La Liga,2014-6-11
Atletico,4,ESP,1975.5793457,ESP-La Liga,2014-6-11
Sevilla,13,ESP,1845.08215332,ESP-La Liga,2014-6-11
Bilbao,14,ESP,1841.12438965,ESP-La Liga,2014-6-11
Sociedad,17,ESP,1806.16113281,ESP-La Liga,2014-6-11
Valencia,18,ESP,1803.2890625,ESP-La Liga,2014-6-11
Villarreal,22,ESP,1783.08740234,ESP-La Liga,2014-6-11
Malaga,25,ESP,1753.70324707,ESP-La Liga,2014-6-11
Celta,26,ESP,1748.62463379,ESP-La Liga,2014-6-11
Levante,28,ESP,1740.47143555,ESP-La Liga,2014-6-11
Getafe,31,ESP,1715.23681641,ESP-La Liga,2014-6-11
Espanyol,37,ESP,1700.95043945,ESP-La Liga,2014-6-11
Rayo Vallecano,38,ESP,1697.95825195,ESP-La Liga,2014-6-11
Almeria,43,ESP,1688.1451416,ESP-La Liga,2014-6-11
Osasuna,44,ESP,1687.16870117,ESP-La Liga,2014-6-11
Elche,45,ESP,1681.86523438,ESP-La Liga,2014-6-11
Valladolid,46,ESP,1679.71130371,ESP-La Liga,2014-6-11
Granada,49,ESP,1672.2454834,ESP-La Liga,2014-6-11
Betis,51,ESP,1664.07043457,ESP-La Liga,2014-6-11
Real Madrid,1,ESP,2075.05200195,ESP-La Liga,2014-6-18
Barcelona,3,ESP,2024.54199219,ESP-La Liga,2014-6-18
Atletico,4,ESP,1975.5793457,ESP-La Liga,2014-6-18
Sevilla,13,ESP,1845.08215332,ESP-La Liga,2014-6-18
Bilbao,14,ESP,1841.12438965,ESP-La Liga,2014-6-18
Sociedad,17,ESP,1806.16113281,ESP-La Liga,2014-6-18
Valencia,18,ESP,1803.2890625,ESP-La Liga,2014-6-18
Villarreal,22,ESP,1783.08740234,ESP-La Liga,2014-6-18
Malaga,25,ESP,1753.70324707,ESP-La Liga,2014-6-18
Celta,26,ESP,1748.62463379,ESP-La Liga,2014-6-18
Levante,28,ESP,1740.47143555,ESP-La Liga,2014-6-18
Getafe,31,ESP,1715.23681641,ESP-La Liga,2014-6-18
Espanyol,37,ESP,1700.95043945,ESP-La Liga,2014-6-18
Rayo Vallecano,38,ESP,1697.95825195,ESP-La Liga,2014-6-18
Almeria,43,ESP,1688.1451416,ESP-La Liga,2014-6-18
Osasuna,44,ESP,1687.16870117,ESP-La Liga,2014-6-18
Elche,45,ESP,1681.86523438,ESP-La Liga,2014-6-18
Valladolid,46,ESP,1679.71130371,ESP-La Liga,2014-6-18
Granada,49,ESP,1672.2454834,ESP-La Liga,2014-6-18
Betis,51,ESP,1664.07043457,ESP-La Liga,2014-6-18
Real Madrid,1,ESP,2075.05200195,ESP-La Liga,2014-6-25
Barcelona,3,ESP,2024.54199219,ESP-La Liga,2014-6-25
Atletico,4,ESP,1975.5793457,ESP-La Liga,2014-6-25
Sevilla,13,ESP,1845.08215332,ESP-La Liga,2014-6-25
Bilbao,14,ESP,1841.12438965,ESP-La Liga,2014-6-25
Sociedad,17,ESP,1806.16113281,ESP-La Liga,2014-6-25
Valencia,18,ESP,1803.2890625,ESP-La Liga,2014-6-25
Villarreal,22,ESP,1783.08740234,ESP-La Liga,2014-6-25
Malaga,25,ESP,1753.70324707,ESP-La Liga,2014-6-25
Celta,26,ESP,1748.62463379,ESP-La Liga,2014-6-25
Levante,28,ESP,1740.47143555,ESP-La Liga,2014-6-25
Getafe,31,ESP,1715.23681641,ESP-La Liga,2014-6-25
Espanyol,37,ESP,1700.95043945,ESP-La Liga,2014-6-25
Rayo Vallecano,38,ESP,1697.95825195,ESP-La Liga,2014-6-25
Almeria,43,ESP,1688.1451416,ESP-La Liga,2014-6-25
Osasuna,44,ESP,1687.16870117,ESP-La Liga,2014-6-25
Elche,45,ESP,1681.86523438,ESP-La Liga,2014-6-25
Valladolid,46,ESP,1679.71130371,ESP-La Liga,2014-6-25
Granada,49,ESP,1672.2454834,ESP-La Liga,2014-6-25
Betis,51,ESP,1664.07043457,ESP-La Liga,2014-6-25
Real Madrid,1,ESP,2075.30761719,ESP-La Liga,2014-8-7
Barcelona,3,ESP,2024.79772949,ESP-La Liga,2014-8-7
Atletico,4,ESP,1975.83508301,ESP-La Liga,2014-8-7
Sevilla,13,ESP,1845.33789062,ESP-La Liga,2014-8-7
Bilbao,14,ESP,1841.38012695,ESP-La Liga,2014-8-7
Sociedad,16,ESP,1807.25097656,ESP-La Liga,2014-8-7
Valencia,18,ESP,1803.5447998,ESP-La Liga,2014-8-7
Villarreal,22,ESP,1783.34313965,ESP-La Liga,2014-8-7
Malaga,25,ESP,1753.95898438,ESP-La Liga,2014-8-7
Celta,26,ESP,1748.88037109,ESP-La Liga,2014-8-7
Levante,28,ESP,1740.72717285,ESP-La Liga,2014-8-7
Getafe,32,ESP,1715.49243164,ESP-La Liga,2014-8-7
Espanyol,39,ESP,1701.20617676,ESP-La Liga,2014-8-7
Rayo Vallecano,40,ESP,1698.21398926,ESP-La Liga,2014-8-7
Almeria,43,ESP,1688.40087891,ESP-La Liga,2014-8-7
Elche,44,ESP,1682.12097168,ESP-La Liga,2014-8-7
Granada,47,ESP,1672.5012207,ESP-La Liga,2014-8-7
Depor,56,ESP,1647.80505371,ESP-La Liga,2014-8-7
Eibar,64,ESP,1626.61437988,ESP-La Liga,2014-8-7
Cordoba,72,ESP,1604.32849121,ESP-La Liga,2014-8-7
Real Madrid,1,ESP,2075.34936523,ESP-La Liga,2014-8-14
Barcelona,3,ESP,2024.83935547,ESP-La Liga,2014-8-14
Atletico,4,ESP,1975.87670898,ESP-La Liga,2014-8-14
Sevilla,13,ESP,1845.37963867,ESP-La Liga,2014-8-14
Bilbao,14,ESP,1841.42175293,ESP-La Liga,2014-8-14
Sociedad,16,ESP,1807.4284668,ESP-La Liga,2014-8-14
Valencia,17,ESP,1803.58642578,ESP-La Liga,2014-8-14
Villarreal,21,ESP,1783.3848877,ESP-La Liga,2014-8-14
Malaga,25,ESP,1754.00061035,ESP-La Liga,2014-8-14
Celta,26,ESP,1748.92199707,ESP-La Liga,2014-8-14
Levante,27,ESP,1740.76879883,ESP-La Liga,2014-8-14
Getafe,32,ESP,1715.53417969,ESP-La Liga,2014-8-14
Espanyol,36,ESP,1701.2479248,ESP-La Liga,2014-8-14
Rayo Vallecano,38,ESP,1698.25561523,ESP-La Liga,2014-8-14
Almeria,41,ESP,1688.44262695,ESP-La Liga,2014-8-14
Elche,42,ESP,1682.16259766,ESP-La Liga,2014-8-14
Granada,47,ESP,1672.54284668,ESP-La Liga,2014-8-14
Depor,55,ESP,1647.84680176,ESP-La Liga,2014-8-14
Eibar,64,ESP,1626.65600586,ESP-La Liga,2014-8-14
Cordoba,71,ESP,1604.37011719,ESP-La Liga,2014-8-14
Real Madrid,1,ESP,2075.80786133,ESP-La Liga,2014-8-21
Barcelona,3,ESP,2025.29785156,ESP-La Liga,2014-8-21
Atletico,4,ESP,1976.33520508,ESP-La Liga,2014-8-21
Sevilla,12,ESP,1845.83813477,ESP-La Liga,2014-8-21
Bilbao,14,ESP,1843.36853027,ESP-La Liga,2014-8-21
Sociedad,16,ESP,1807.88696289,ESP-La Liga,2014-8-21
Valencia,18,ESP,1804.04492188,ESP-La Liga,2014-8-21
Villarreal,21,ESP,1783.84338379,ESP-La Liga,2014-8-21
Malaga,25,ESP,1754.45910645,ESP-La Liga,2014-8-21
Celta,26,ESP,1749.38049316,ESP-La Liga,2014-8-21
Levante,27,ESP,1741.22729492,ESP-La Liga,2014-8-21
Getafe,30,ESP,1715.99267578,ESP-La Liga,2014-8-21
Espanyol,35,ESP,1701.70629883,ESP-La Liga,2014-8-21
Rayo Vallecano,36,ESP,1698.71411133,ESP-La Liga,2014-8-21
Almeria,39,ESP,1688.90112305,ESP-La Liga,2014-8-21
Elche,42,ESP,1682.62109375,ESP-La Liga,2014-8-21
Granada,47,ESP,1673.00134277,ESP-La Liga,2014-8-21
Depor,53,ESP,1648.30529785,ESP-La Liga,2014-8-21
Eibar,65,ESP,1627.11450195,ESP-La Liga,2014-8-21
Cordoba,71,ESP,1604.82861328,ESP-La Liga,2014-8-21
Real Madrid,1,ESP,2080.53271484,ESP-La Liga,2014-8-28
Barcelona,3,ESP,2031.24743652,ESP-La Liga,2014-8-28
Atletico,4,ESP,1975.1385498,ESP-La Liga,2014-8-28
Bilbao,11,ESP,1849.45581055,ESP-La Liga,2014-8-28
Sevilla,12,ESP,1846.64953613,ESP-La Liga,2014-8-28
Valencia,16,ESP,1811.31005859,ESP-La Liga,2014-8-28
Sociedad,18,ESP,1803.0645752,ESP-La Liga,2014-8-28
Villarreal,20,ESP,1801.27526855,ESP-La Liga,2014-8-28
Malaga,23,ESP,1766.94665527,ESP-La Liga,2014-8-28
Celta,24,ESP,1761.11889648,ESP-La Liga,2014-8-28
Levante,28,ESP,1732.50427246,ESP-La Liga,2014-8-28
Getafe,30,ESP,1712.33081055,ESP-La Liga,2014-8-28
Rayo Vallecano,33,ESP,1707.98730469,ESP-La Liga,2014-8-28
Espanyol,34,ESP,1707.50109863,ESP-La Liga,2014-8-28
Almeria,37,ESP,1691.18286133,ESP-La Liga,2014-8-28
Elche,41,ESP,1684.74816895,ESP-La Liga,2014-8-28
Granada,43,ESP,1682.76049805,ESP-La Liga,2014-8-28
Depor,54,ESP,1646.62255859,ESP-La Liga,2014-8-28
Eibar,56,ESP,1642.03369141,ESP-La Liga,2014-8-28
Cordoba,69,ESP,1608.18029785,ESP-La Liga,2014-8-28
Real Madrid,1,ESP,2053.03417969,ESP-La Liga,2014-9-4
Barcelona,3,ESP,2026.98840332,ESP-La Liga,2014-9-4
Atletico,4,ESP,1967.78613281,ESP-La Liga,2014-9-4
Bilbao,12,ESP,1847.36694336,ESP-La Liga,2014-9-4
Sevilla,13,ESP,1844.59289551,ESP-La Liga,2014-9-4
Valencia,15,ESP,1811.6574707,ESP-La Liga,2014-9-4
Villarreal,20,ESP,1788.64123535,ESP-La Liga,2014-9-4
Sociedad,21,ESP,1785.33544922,ESP-La Liga,2014-9-4
Celta,25,ESP,1750.42907715,ESP-La Liga,2014-9-4
Malaga,26,ESP,1749.50927734,ESP-La Liga,2014-9-4
Levante,30,ESP,1717.50292969,ESP-La Liga,2014-9-4
Getafe,31,ESP,1709.46618652,ESP-La Liga,2014-9-4
Rayo Vallecano,34,ESP,1699.89257812,ESP-La Liga,2014-9-4
Espanyol,38,ESP,1692.46777344,ESP-La Liga,2014-9-4
Almeria,43,ESP,1676.95751953,ESP-La Liga,2014-9-4
Granada,44,ESP,1676.45117188,ESP-La Liga,2014-9-4
Elche,47,ESP,1673.9675293,ESP-La Liga,2014-9-4
Depor,58,ESP,1637.62731934,ESP-La Liga,2014-9-4
Eibar,62,ESP,1632.29602051,ESP-La Liga,2014-9-4
Cordoba,71,ESP,1601.7800293,ESP-La Liga,2014-9-4
Real Madrid,1,ESP,2053.03417969,ESP-La Liga,2014-9-11
Barcelona,3,ESP,2026.98840332,ESP-La Liga,2014-9-11
Atletico,4,ESP,1967.78613281,ESP-La Liga,2014-9-11
Bilbao,12,ESP,1847.36694336,ESP-La Liga,2014-9-11
Sevilla,13,ESP,1844.59289551,ESP-La Liga,2014-9-11
Valencia,15,ESP,1811.6574707,ESP-La Liga,2014-9-11
Villarreal,20,ESP,1788.64123535,ESP-La Liga,2014-9-11
Sociedad,21,ESP,1785.33544922,ESP-La Liga,2014-9-11
Celta,25,ESP,1750.42907715,ESP-La Liga,2014-9-11
Malaga,26,ESP,1749.50927734,ESP-La Liga,2014-9-11
Levante,30,ESP,1717.50292969,ESP-La Liga,2014-9-11
Getafe,31,ESP,1709.46618652,ESP-La Liga,2014-9-11
Rayo Vallecano,34,ESP,1699.89257812,ESP-La Liga,2014-9-11
Espanyol,38,ESP,1692.46777344,ESP-La Liga,2014-9-11
Almeria,43,ESP,1676.95751953,ESP-La Liga,2014-9-11
Granada,44,ESP,1676.45117188,ESP-La Liga,2014-9-11
Elche,47,ESP,1673.9675293,ESP-La Liga,2014-9-11
Depor,58,ESP,1637.62731934,ESP-La Liga,2014-9-11
Eibar,62,ESP,1632.29602051,ESP-La Liga,2014-9-11
Cordoba,71,ESP,1601.7800293,ESP-La Liga,2014-9-11
Real Madrid,1,ESP,2038.70910645,ESP-La Liga,2014-9-18
Barcelona,3,ESP,2026.86706543,ESP-La Liga,2014-9-18
Atletico,4,ESP,1962.14501953,ESP-La Liga,2014-9-18
Sevilla,12,ESP,1845.01379395,ESP-La Liga,2014-9-18
Bilbao,13,ESP,1835.8848877,ESP-La Liga,2014-9-18
Valencia,15,ESP,1812.44836426,ESP-La Liga,2014-9-18
Villarreal,20,ESP,1783.26208496,ESP-La Liga,2014-9-18
Sociedad,22,ESP,1782.27819824,ESP-La Liga,2014-9-18
Celta,26,ESP,1744.78601074,ESP-La Liga,2014-9-18
Malaga,27,ESP,1742.04040527,ESP-La Liga,2014-9-18
Levante,30,ESP,1716.27148438,ESP-La Liga,2014-9-18
Getafe,33,ESP,1700.34484863,ESP-La Liga,2014-9-18
Rayo Vallecano,41,ESP,1684.77392578,ESP-La Liga,2014-9-18
Espanyol,42,ESP,1682.97644043,ESP-La Liga,2014-9-18
Elche,44,ESP,1680.38574219,ESP-La Liga,2014-9-18
Granada,46,ESP,1673.12988281,ESP-La Liga,2014-9-18
Almeria,47,ESP,1668.40661621,ESP-La Liga,2014-9-18
Depor,57,ESP,1643.19372559,ESP-La Liga,2014-9-18
Eibar,65,ESP,1618.0291748,ESP-La Liga,2014-9-18
Cordoba,71,ESP,1601.63049316,ESP-La Liga,2014-9-18
Real Madrid,1,ESP,2045.73583984,ESP-La Liga,2014-9-25
Barcelona,2,ESP,2028.68847656,ESP-La Liga,2014-9-25
Atletico,4,ESP,1959.68017578,ESP-La Liga,2014-9-25
Sevilla,11,ESP,1858.25549316,ESP-La Liga,2014-9-25
Valencia,13,ESP,1825.4309082,ESP-La Liga,2014-9-25
Bilbao,15,ESP,1813.0802002,ESP-La Liga,2014-9-25
Villarreal,19,ESP,1788.49560547,ESP-La Liga,2014-9-25
Sociedad,22,ESP,1766.39746094,ESP-La Liga,2014-9-25
Celta,24,ESP,1756.5489502,ESP-La Liga,2014-9-25
Malaga,26,ESP,1749.10180664,ESP-La Liga,2014-9-25
Levante,30,ESP,1720.14929199,ESP-La Liga,2014-9-25
Rayo Vallecano,36,ESP,1690.10583496,ESP-La Liga,2014-9-25
Getafe,37,ESP,1689.3671875,ESP-La Liga,2014-9-25
Espanyol,39,ESP,1683.59204102,ESP-La Liga,2014-9-25
Granada,45,ESP,1678.55700684,ESP-La Liga,2014-9-25
Almeria,46,ESP,1678.51489258,ESP-La Liga,2014-9-25
Elche,51,ESP,1662.91674805,ESP-La Liga,2014-9-25
Eibar,57,ESP,1638.19421387,ESP-La Liga,2014-9-25
Depor,59,ESP,1636.02441406,ESP-La Liga,2014-9-25
Cordoba,72,ESP,1597.07897949,ESP-La Liga,2014-9-25
Real Madrid,1,ESP,2046.00561523,ESP-La Liga,2014-10-2
Barcelona,3,ESP,2014.5065918,ESP-La Liga,2014-10-2
Atletico,4,ESP,1967.98205566,ESP-La Liga,2014-10-2
Sevilla,12,ESP,1844.50512695,ESP-La Liga,2014-10-2
Valencia,13,ESP,1823.80859375,ESP-La Liga,2014-10-2
Bilbao,19,ESP,1788.41296387,ESP-La Liga,2014-10-2
Villarreal,20,ESP,1777.99035645,ESP-La Liga,2014-10-2
Sociedad,24,ESP,1760.6932373,ESP-La Liga,2014-10-2
Celta,25,ESP,1758.46191406,ESP-La Liga,2014-10-2
Malaga,28,ESP,1735.40551758,ESP-La Liga,2014-10-2
Rayo Vallecano,34,ESP,1699.62463379,ESP-La Liga,2014-10-2
Levante,35,ESP,1699.59643555,ESP-La Liga,2014-10-2
Espanyol,37,ESP,1686.5279541,ESP-La Liga,2014-10-2
Getafe,41,ESP,1682.70678711,ESP-La Liga,2014-10-2
Almeria,42,ESP,1681.74755859,ESP-La Liga,2014-10-2
Granada,48,ESP,1670.36889648,ESP-La Liga,2014-10-2
Elche,54,ESP,1649.96972656,ESP-La Liga,2014-10-2
Eibar,57,ESP,1638.72509766,ESP-La Liga,2014-10-2
Depor,66,ESP,1621.75769043,ESP-La Liga,2014-10-2
Cordoba,72,ESP,1588.72436523,ESP-La Liga,2014-10-2
Real Madrid,1,ESP,2048.89526367,ESP-La Liga,2014-10-9
Barcelona,3,ESP,2017.24926758,ESP-La Liga,2014-10-9
Atletico,4,ESP,1952.68139648,ESP-La Liga,2014-10-9
Sevilla,12,ESP,1841.13232422,ESP-La Liga,2014-10-9
Valencia,13,ESP,1837.21166992,ESP-La Liga,2014-10-9
Villarreal,17,ESP,1793.20581055,ESP-La Liga,2014-10-9
Bilbao,20,ESP,1783.62573242,ESP-La Liga,2014-10-9
Sociedad,25,ESP,1748.21069336,ESP-La Liga,2014-10-9
Celta,26,ESP,1744.51721191,ESP-La Liga,2014-10-9
Malaga,27,ESP,1739.39416504,ESP-La Liga,2014-10-9
Levante,33,ESP,1698.92712402,ESP-La Liga,2014-10-9
Espanyol,34,ESP,1697.11315918,ESP-La Liga,2014-10-9
Rayo Vallecano,37,ESP,1694.98449707,ESP-La Liga,2014-10-9
Almeria,42,ESP,1677.93505859,ESP-La Liga,2014-10-9
Getafe,43,ESP,1677.33886719,ESP-La Liga,2014-10-9
Granada,50,ESP,1664.48278809,ESP-La Liga,2014-10-9
Elche,53,ESP,1651.88476562,ESP-La Liga,2014-10-9
Eibar,59,ESP,1637.49694824,ESP-La Liga,2014-10-9
Depor,66,ESP,1616.9296875,ESP-La Liga,2014-10-9
Cordoba,75,ESP,1592.19482422,ESP-La Liga,2014-10-9
Real Madrid,1,ESP,2048.89526367,ESP-La Liga,2014-10-16
Barcelona,3,ESP,2017.24926758,ESP-La Liga,2014-10-16
Atletico,4,ESP,1952.68139648,ESP-La Liga,2014-10-16
Sevilla,12,ESP,1841.13232422,ESP-La Liga,2014-10-16
Valencia,13,ESP,1837.21166992,ESP-La Liga,2014-10-16
Villarreal,17,ESP,1793.20581055,ESP-La Liga,2014-10-16
Bilbao,20,ESP,1783.62573242,ESP-La Liga,2014-10-16
Sociedad,25,ESP,1748.21069336,ESP-La Liga,2014-10-16
Celta,26,ESP,1744.51721191,ESP-La Liga,2014-10-16
Malaga,27,ESP,1739.39416504,ESP-La Liga,2014-10-16
Levante,33,ESP,1698.92712402,ESP-La Liga,2014-10-16
Espanyol,34,ESP,1697.11315918,ESP-La Liga,2014-10-16
Rayo Vallecano,37,ESP,1694.98449707,ESP-La Liga,2014-10-16
Almeria,42,ESP,1677.93505859,ESP-La Liga,2014-10-16
Getafe,43,ESP,1677.33886719,ESP-La Liga,2014-10-16
Granada,50,ESP,1664.48278809,ESP-La Liga,2014-10-16
Elche,53,ESP,1651.88476562,ESP-La Liga,2014-10-16
Eibar,59,ESP,1637.49694824,ESP-La Liga,2014-10-16
Depor,66,ESP,1616.9296875,ESP-La Liga,2014-10-16
Cordoba,75,ESP,1592.19482422,ESP-La Liga,2014-10-16
Real Madrid,1,ESP,2063.38769531,ESP-La Liga,2014-10-23
Barcelona,3,ESP,2021.61486816,ESP-La Liga,2014-10-23
Atletico,4,ESP,1958.73022461,ESP-La Liga,2014-10-23
