team,rank,country,elo,league,week
Barcelona,1,ESP,2018.15246582,ESP-La Liga,2010-8-7
Real Madrid,4,ESP,1942.41625977,ESP-La Liga,2010-8-7
Valencia,13,ESP,1801.37084961,ESP-La Liga,2010-8-7
Sevilla,17,ESP,1784.72595215,ESP-La Liga,2010-8-7
Mallorca,22,ESP,1768.98034668,ESP-La Liga,2010-8-7
Getafe,28,ESP,1748.03259277,ESP-La Liga,2010-8-7
Atletico,30,ESP,1745.72180176,ESP-La Liga,2010-8-7
Villarreal,33,ESP,1739.45349121,ESP-La Liga,2010-8-7
Bilbao,41,ESP,1689.03369141,ESP-La Liga,2010-8-7
Zaragoza,42,ESP,1687.72912598,ESP-La Liga,2010-8-7
Espanyol,45,ESP,1682.19055176,ESP-La Liga,2010-8-7
Osasuna,47,ESP,1673.1550293,ESP-La Liga,2010-8-7
Malaga,49,ESP,1671.4342041,ESP-La Liga,2010-8-7
Almeria,53,ESP,1663.56896973,ESP-La Liga,2010-8-7
Santander,54,ESP,1658.9017334,ESP-La Liga,2010-8-7
Depor,55,ESP,1656.02148438,ESP-La Liga,2010-8-7
Hercules,66,ESP,1643.96569824,ESP-La Liga,2010-8-7
Levante,76,ESP,1621.06530762,ESP-La Liga,2010-8-7
Sociedad,77,ESP,1620.8079834,ESP-La Liga,2010-8-7
Gijon,81,ESP,1616.0949707,ESP-La Liga,2010-8-7
Barcelona,1,ESP,2018.15246582,ESP-La Liga,2010-8-14
Real Madrid,4,ESP,1942.41625977,ESP-La Liga,2010-8-14
Valencia,12,ESP,1801.37084961,ESP-La Liga,2010-8-14
Sevilla,17,ESP,1784.72595215,ESP-La Liga,2010-8-14
Mallorca,22,ESP,1768.98034668,ESP-La Liga,2010-8-14
Getafe,27,ESP,1748.03259277,ESP-La Liga,2010-8-14
Atletico,29,ESP,1745.72180176,ESP-La Liga,2010-8-14
Villarreal,33,ESP,1739.45349121,ESP-La Liga,2010-8-14
Bilbao,41,ESP,1689.03369141,ESP-La Liga,2010-8-14
Zaragoza,43,ESP,1687.72912598,ESP-La Liga,2010-8-14
Espanyol,46,ESP,1682.19055176,ESP-La Liga,2010-8-14
Osasuna,47,ESP,1673.1550293,ESP-La Liga,2010-8-14
Malaga,49,ESP,1671.4342041,ESP-La Liga,2010-8-14
Almeria,53,ESP,1663.56896973,ESP-La Liga,2010-8-14
Santander,54,ESP,1658.9017334,ESP-La Liga,2010-8-14
Depor,55,ESP,1656.02148438,ESP-La Liga,2010-8-14
Hercules,67,ESP,1643.96569824,ESP-La Liga,2010-8-14
Levante,75,ESP,1621.06530762,ESP-La Liga,2010-8-14
Sociedad,76,ESP,1620.8079834,ESP-La Liga,2010-8-14
Gijon,81,ESP,1616.0949707,ESP-La Liga,2010-8-14
Barcelona,1,ESP,2017.06689453,ESP-La Liga,2010-8-21
Real Madrid,4,ESP,1941.33081055,ESP-La Liga,2010-8-21
Valencia,12,ESP,1800.28540039,ESP-La Liga,2010-8-21
Sevilla,19,ESP,1777.6229248,ESP-La Liga,2010-8-21
Mallorca,23,ESP,1767.89489746,ESP-La Liga,2010-8-21
Getafe,27,ESP,1748.84387207,ESP-La Liga,2010-8-21
Atletico,29,ESP,1744.63635254,ESP-La Liga,2010-8-21
Villarreal,31,ESP,1739.0826416,ESP-La Liga,2010-8-21
Bilbao,41,ESP,1687.94824219,ESP-La Liga,2010-8-21
Zaragoza,43,ESP,1686.64367676,ESP-La Liga,2010-8-21
Espanyol,45,ESP,1681.10510254,ESP-La Liga,2010-8-21
Osasuna,48,ESP,1672.06958008,ESP-La Liga,2010-8-21
Malaga,50,ESP,1670.34875488,ESP-La Liga,2010-8-21
Almeria,52,ESP,1662.48352051,ESP-La Liga,2010-8-21
Santander,57,ESP,1657.81628418,ESP-La Liga,2010-8-21
Depor,59,ESP,1654.93603516,ESP-La Liga,2010-8-21
Hercules,66,ESP,1642.88024902,ESP-La Liga,2010-8-21
Levante,78,ESP,1619.9798584,ESP-La Liga,2010-8-21
Sociedad,79,ESP,1619.72253418,ESP-La Liga,2010-8-21
Gijon,82,ESP,1615.00939941,ESP-La Liga,2010-8-21
Barcelona,1,ESP,2013.72302246,ESP-La Liga,2010-8-28
Real Madrid,4,ESP,1937.98681641,ESP-La Liga,2010-8-28
Valencia,14,ESP,1796.94140625,ESP-La Liga,2010-8-28
Mallorca,21,ESP,1764.55090332,ESP-La Liga,2010-8-28
Sevilla,23,ESP,1761.59887695,ESP-La Liga,2010-8-28
Getafe,28,ESP,1747.51794434,ESP-La Liga,2010-8-28
Atletico,31,ESP,1741.2923584,ESP-La Liga,2010-8-28
Villarreal,32,ESP,1735.83203125,ESP-La Liga,2010-8-28
Bilbao,44,ESP,1684.60424805,ESP-La Liga,2010-8-28
Zaragoza,45,ESP,1683.29968262,ESP-La Liga,2010-8-28
Espanyol,46,ESP,1677.7611084,ESP-La Liga,2010-8-28
Osasuna,52,ESP,1668.72558594,ESP-La Liga,2010-8-28
Malaga,54,ESP,1667.00476074,ESP-La Liga,2010-8-28
Almeria,56,ESP,1659.13952637,ESP-La Liga,2010-8-28
Santander,59,ESP,1654.47229004,ESP-La Liga,2010-8-28
Depor,62,ESP,1651.59204102,ESP-La Liga,2010-8-28
Hercules,67,ESP,1639.53625488,ESP-La Liga,2010-8-28
Levante,82,ESP,1616.63586426,ESP-La Liga,2010-8-28
Sociedad,83,ESP,1616.37854004,ESP-La Liga,2010-8-28
Gijon,87,ESP,1611.66552734,ESP-La Liga,2010-8-28
Barcelona,1,ESP,2017.66113281,ESP-La Liga,2010-9-4
Real Madrid,4,ESP,1935.41796875,ESP-La Liga,2010-9-4
Valencia,11,ESP,1806.64331055,ESP-La Liga,2010-9-4
Sevilla,18,ESP,1772.62084961,ESP-La Liga,2010-9-4
Mallorca,19,ESP,1767.11975098,ESP-La Liga,2010-9-4
Atletico,25,ESP,1747.88952637,ESP-La Liga,2010-9-4
Getafe,31,ESP,1736.3170166,ESP-La Liga,2010-9-4
Villarreal,34,ESP,1726.76513672,ESP-La Liga,2010-9-4
Bilbao,42,ESP,1693.60791016,ESP-La Liga,2010-9-4
Espanyol,46,ESP,1688.96203613,ESP-La Liga,2010-9-4
Zaragoza,47,ESP,1684.74121094,ESP-La Liga,2010-9-4
Osasuna,52,ESP,1666.1451416,ESP-La Liga,2010-9-4
Almeria,54,ESP,1661.7199707,ESP-La Liga,2010-9-4
Malaga,57,ESP,1657.30285645,ESP-La Liga,2010-9-4
Santander,60,ESP,1650.53405762,ESP-La Liga,2010-9-4
Depor,61,ESP,1650.1505127,ESP-La Liga,2010-9-4
Hercules,74,ESP,1630.53259277,ESP-La Liga,2010-9-4
Sociedad,77,ESP,1625.44543457,ESP-La Liga,2010-9-4
Levante,85,ESP,1605.6138916,ESP-La Liga,2010-9-4
Gijon,86,ESP,1605.06835938,ESP-La Liga,2010-9-4
Barcelona,1,ESP,2017.66113281,ESP-La Liga,2010-9-11
Real Madrid,4,ESP,1935.41796875,ESP-La Liga,2010-9-11
Valencia,11,ESP,1806.64331055,ESP-La Liga,2010-9-11
Sevilla,18,ESP,1772.62084961,ESP-La Liga,2010-9-11
Mallorca,19,ESP,1767.11975098,ESP-La Liga,2010-9-11
Atletico,25,ESP,1747.88952637,ESP-La Liga,2010-9-11
Getafe,31,ESP,1736.3170166,ESP-La Liga,2010-9-11
Villarreal,34,ESP,1726.76513672,ESP-La Liga,2010-9-11
Bilbao,42,ESP,1693.60791016,ESP-La Liga,2010-9-11
Espanyol,46,ESP,1688.96203613,ESP-La Liga,2010-9-11
Zaragoza,47,ESP,1684.74121094,ESP-La Liga,2010-9-11
Osasuna,52,ESP,1666.1451416,ESP-La Liga,2010-9-11
Almeria,54,ESP,1661.7199707,ESP-La Liga,2010-9-11
Malaga,57,ESP,1657.30285645,ESP-La Liga,2010-9-11
Santander,60,ESP,1650.53405762,ESP-La Liga,2010-9-11
Depor,61,ESP,1650.1505127,ESP-La Liga,2010-9-11
Hercules,74,ESP,1630.53259277,ESP-La Liga,2010-9-11
Sociedad,77,ESP,1625.44543457,ESP-La Liga,2010-9-11
Levante,85,ESP,1605.6138916,ESP-La Liga,2010-9-11
Gijon,86,ESP,1605.06835938,ESP-La Liga,2010-9-11
Barcelona,1,ESP,1989.60351562,ESP-La Liga,2010-9-18
Real Madrid,4,ESP,1933.7635498,ESP-La Liga,2010-9-18
Valencia,10,ESP,1814.74133301,ESP-La Liga,2010-9-18
Sevilla,24,ESP,1747.52294922,ESP-La Liga,2010-9-18
Mallorca,25,ESP,1746.04101562,ESP-La Liga,2010-9-18
Getafe,26,ESP,1737.54675293,ESP-La Liga,2010-9-18
Atletico,27,ESP,1737.52233887,ESP-La Liga,2010-9-18
Villarreal,35,ESP,1713.83337402,ESP-La Liga,2010-9-18
Bilbao,45,ESP,1678.17456055,ESP-La Liga,2010-9-18
Espanyol,48,ESP,1671.76293945,ESP-La Liga,2010-9-18
Malaga,50,ESP,1665.6171875,ESP-La Liga,2010-9-18
Zaragoza,51,ESP,1662.90222168,ESP-La Liga,2010-9-18
Osasuna,57,ESP,1657.80029297,ESP-La Liga,2010-9-18
Almeria,59,ESP,1651.66027832,ESP-La Liga,2010-9-18
Depor,64,ESP,1648.64111328,ESP-La Liga,2010-9-18
Hercules,65,ESP,1647.48669434,ESP-La Liga,2010-9-18
Santander,71,ESP,1640.84387207,ESP-La Liga,2010-9-18
Sociedad,78,ESP,1621.98034668,ESP-La Liga,2010-9-18
Gijon,85,ESP,1612.62243652,ESP-La Liga,2010-9-18
Levante,90,ESP,1593.12451172,ESP-La Liga,2010-9-18
Barcelona,1,ESP,1994.25927734,ESP-La Liga,2010-9-25
Real Madrid,4,ESP,1939.6192627,ESP-La Liga,2010-9-25
Valencia,9,ESP,1816.02709961,ESP-La Liga,2010-9-25
Sevilla,23,ESP,1750.59741211,ESP-La Liga,2010-9-25
Mallorca,27,ESP,1738.2800293,ESP-La Liga,2010-9-25
Atletico,28,ESP,1738.19396973,ESP-La Liga,2010-9-25
Villarreal,31,ESP,1725.23291016,ESP-La Liga,2010-9-25
Getafe,33,ESP,1720.50695801,ESP-La Liga,2010-9-25
Bilbao,41,ESP,1692.31054688,ESP-La Liga,2010-9-25
Espanyol,44,ESP,1674.54333496,ESP-La Liga,2010-9-25
Malaga,45,ESP,1674.43823242,ESP-La Liga,2010-9-25
Osasuna,52,ESP,1659.65002441,ESP-La Liga,2010-9-25
Santander,58,ESP,1655.02685547,ESP-La Liga,2010-9-25
Zaragoza,64,ESP,1650.97265625,ESP-La Liga,2010-9-25
Hercules,68,ESP,1644.33178711,ESP-La Liga,2010-9-25
Depor,69,ESP,1644.30456543,ESP-La Liga,2010-9-25
Almeria,74,ESP,1634.67126465,ESP-La Liga,2010-9-25
Gijon,83,ESP,1611.36877441,ESP-La Liga,2010-9-25
Sociedad,84,ESP,1611.26513672,ESP-La Liga,2010-9-25
Levante,89,ESP,1597.59082031,ESP-La Liga,2010-9-25
Barcelona,1,ESP,1990.76599121,ESP-La Liga,2010-10-2
Real Madrid,4,ESP,1935.15039062,ESP-La Liga,2010-10-2
Valencia,9,ESP,1813.33959961,ESP-La Liga,2010-10-2
Sevilla,24,ESP,1746.78967285,ESP-La Liga,2010-10-2
Mallorca,26,ESP,1740.39428711,ESP-La Liga,2010-10-2
Atletico,28,ESP,1738.07397461,ESP-La Liga,2010-10-2
Villarreal,31,ESP,1733.74047852,ESP-La Liga,2010-10-2
Getafe,36,ESP,1711.80090332,ESP-La Liga,2010-10-2
Bilbao,43,ESP,1685.2265625,ESP-La Liga,2010-10-2
Espanyol,46,ESP,1677.68139648,ESP-La Liga,2010-10-2
Malaga,55,ESP,1662.90478516,ESP-La Liga,2010-10-2
Hercules,61,ESP,1653.91418457,ESP-La Liga,2010-10-2
Osasuna,65,ESP,1650.91577148,ESP-La Liga,2010-10-2
Almeria,67,ESP,1646.52758789,ESP-La Liga,2010-10-2
Zaragoza,70,ESP,1644.08508301,ESP-La Liga,2010-10-2
Santander,71,ESP,1643.74987793,ESP-La Liga,2010-10-2
Depor,76,ESP,1626.85192871,ESP-La Liga,2010-10-2
Sociedad,85,ESP,1603.5546875,ESP-La Liga,2010-10-2
Gijon,86,ESP,1601.60583496,ESP-La Liga,2010-10-2
Levante,87,ESP,1601.16210938,ESP-La Liga,2010-10-2
Barcelona,1,ESP,1983.38378906,ESP-La Liga,2010-10-9
Real Madrid,4,ESP,1938.0958252,ESP-La Liga,2010-10-9
Valencia,8,ESP,1816.73095703,ESP-La Liga,2010-10-9
Sevilla,22,ESP,1755.07214355,ESP-La Liga,2010-10-9
Mallorca,23,ESP,1747.77648926,ESP-La Liga,2010-10-9
Villarreal,27,ESP,1739.54736328,ESP-La Liga,2010-10-9
Atletico,33,ESP,1729.79150391,ESP-La Liga,2010-10-9
Getafe,36,ESP,1720.27722168,ESP-La Liga,2010-10-9
Bilbao,43,ESP,1681.83532715,ESP-La Liga,2010-10-9
Espanyol,49,ESP,1669.49414062,ESP-La Liga,2010-10-9
Malaga,53,ESP,1664.67407227,ESP-La Liga,2010-10-9
Osasuna,64,ESP,1647.38330078,ESP-La Liga,2010-10-9
Hercules,66,ESP,1645.43774414,ESP-La Liga,2010-10-9
Almeria,67,ESP,1644.75842285,ESP-La Liga,2010-10-9
Zaragoza,70,ESP,1640.71948242,ESP-La Liga,2010-10-9
Santander,73,ESP,1637.94287109,ESP-La Liga,2010-10-9
Depor,78,ESP,1623.90649414,ESP-La Liga,2010-10-9
Sociedad,80,ESP,1611.74194336,ESP-La Liga,2010-10-9
Gijon,84,ESP,1604.97143555,ESP-La Liga,2010-10-9
Levante,85,ESP,1604.69445801,ESP-La Liga,2010-10-9
Barcelona,1,ESP,1983.38378906,ESP-La Liga,2010-10-16
Real Madrid,4,ESP,1938.0958252,ESP-La Liga,2010-10-16
Valencia,8,ESP,1816.73095703,ESP-La Liga,2010-10-16
Sevilla,22,ESP,1755.07214355,ESP-La Liga,2010-10-16
Mallorca,23,ESP,1747.77648926,ESP-La Liga,2010-10-16
Villarreal,27,ESP,1739.54736328,ESP-La Liga,2010-10-16
Atletico,33,ESP,1729.79150391,ESP-La Liga,2010-10-16
Getafe,36,ESP,1720.27722168,ESP-La Liga,2010-10-16
Bilbao,43,ESP,1681.83532715,ESP-La Liga,2010-10-16
Espanyol,49,ESP,1669.49414062,ESP-La Liga,2010-10-16
Malaga,53,ESP,1664.67407227,ESP-La Liga,2010-10-16
Osasuna,64,ESP,1647.38330078,ESP-La Liga,2010-10-16
Hercules,66,ESP,1645.43774414,ESP-La Liga,2010-10-16
Almeria,67,ESP,1644.75842285,ESP-La Liga,2010-10-16
Zaragoza,70,ESP,1640.71948242,ESP-La Liga,2010-10-16
Santander,73,ESP,1637.94287109,ESP-La Liga,2010-10-16
Depor,78,ESP,1623.90649414,ESP-La Liga,2010-10-16
Sociedad,80,ESP,1611.74194336,ESP-La Liga,2010-10-16
Gijon,83,ESP,1604.97143555,ESP-La Liga,2010-10-16
Levante,85,ESP,1604.69445801,ESP-La Liga,2010-10-16
Barcelona,1,ESP,1990.98681641,ESP-La Liga,2010-10-23
Real Madrid,3,ESP,1950.92895508,ESP-La Liga,2010-10-23
Valencia,9,ESP,1814.07629395,ESP-La Liga,2010-10-23
Sevilla,22,ESP,1747.70507812,ESP-La Liga,2010-10-23
Atletico,24,ESP,1745.64440918,ESP-La Liga,2010-10-23
Villarreal,25,ESP,1744.62011719,ESP-La Liga,2010-10-23
Mallorca,30,ESP,1738.59484863,ESP-La Liga,2010-10-23
Getafe,34,ESP,1709.72412109,ESP-La Liga,2010-10-23
Bilbao,44,ESP,1689.69006348,ESP-La Liga,2010-10-23
Espanyol,45,ESP,1684.34399414,ESP-La Liga,2010-10-23
Malaga,54,ESP,1661.4987793,ESP-La Liga,2010-10-23
Osasuna,59,ESP,1651.8515625,ESP-La Liga,2010-10-23
Hercules,61,ESP,1648.60717773,ESP-La Liga,2010-10-23
Santander,63,ESP,1647.07849121,ESP-La Liga,2010-10-23
Almeria,66,ESP,1641.2911377,ESP-La Liga,2010-10-23
Zaragoza,69,ESP,1638.53308105,ESP-La Liga,2010-10-23
Depor,74,ESP,1625.10644531,ESP-La Liga,2010-10-23
Gijon,76,ESP,1621.69616699,ESP-La Liga,2010-10-23
Levante,81,ESP,1613.84570312,ESP-La Liga,2010-10-23
Sociedad,82,ESP,1608.25891113,ESP-La Liga,2010-10-23
Barcelona,1,ESP,1994.33251953,ESP-La Liga,2010-10-30
Real Madrid,3,ESP,1953.78051758,ESP-La Liga,2010-10-30
Valencia,10,ESP,1802.2208252,ESP-La Liga,2010-10-30
Villarreal,21,ESP,1753.05615234,ESP-La Liga,2010-10-30
Sevilla,22,ESP,1752.48803711,ESP-La Liga,2010-10-30
Mallorca,23,ESP,1750.45043945,ESP-La Liga,2010-10-30
Atletico,29,ESP,1737.20837402,ESP-La Liga,2010-10-30
Getafe,33,ESP,1716.80554199,ESP-La Liga,2010-10-30
Espanyol,42,ESP,1688.92138672,ESP-La Liga,2010-10-30
Bilbao,45,ESP,1684.90710449,ESP-La Liga,2010-10-30
Osasuna,56,ESP,1662.9074707,ESP-La Liga,2010-10-30
Hercules,60,ESP,1650.74450684,ESP-La Liga,2010-10-30
Malaga,61,ESP,1650.44287109,ESP-La Liga,2010-10-30
Santander,64,ESP,1644.22692871,ESP-La Liga,2010-10-30
Almeria,68,ESP,1639.15380859,ESP-La Liga,2010-10-30
Zaragoza,69,ESP,1635.18737793,ESP-La Liga,2010-10-30
Sociedad,76,ESP,1619.67980957,ESP-La Liga,2010-10-30
Gijon,79,ESP,1614.61474609,ESP-La Liga,2010-10-30
Depor,81,ESP,1613.68554688,ESP-La Liga,2010-10-30
Levante,83,ESP,1609.26831055,ESP-La Liga,2010-10-30
Barcelona,1,ESP,1986.43798828,ESP-La Liga,2010-11-6
Real Madrid,4,ESP,1948.58752441,ESP-La Liga,2010-11-6
Valencia,12,ESP,1794.32458496,ESP-La Liga,2010-11-6
Mallorca,22,ESP,1746.94836426,ESP-La Liga,2010-11-6
Sevilla,24,ESP,1745.06799316,ESP-La Liga,2010-11-6
Villarreal,28,ESP,1734.49584961,ESP-La Liga,2010-11-6
Atletico,29,ESP,1731.90710449,ESP-La Liga,2010-11-6
Bilbao,40,ESP,1689.84448242,ESP-La Liga,2010-11-6
Getafe,45,ESP,1682.1986084,ESP-La Liga,2010-11-6
Espanyol,52,ESP,1668.49035645,ESP-La Liga,2010-11-6
Santander,59,ESP,1648.92895508,ESP-La Liga,2010-11-6
Osasuna,62,ESP,1645.12902832,ESP-La Liga,2010-11-6
Hercules,66,ESP,1639.86425781,ESP-La Liga,2010-11-6
Almeria,67,ESP,1637.50891113,ESP-La Liga,2010-11-6
Zaragoza,68,ESP,1634.85974121,ESP-La Liga,2010-11-6
Malaga,70,ESP,1632.73962402,ESP-La Liga,2010-11-6
Sociedad,73,ESP,1624.30664062,ESP-La Liga,2010-11-6
Depor,77,ESP,1621.04016113,ESP-La Liga,2010-11-6
Gijon,82,ESP,1609.52160645,ESP-La Liga,2010-11-6
Levante,87,ESP,1599.6940918,ESP-La Liga,2010-11-6
Barcelona,1,ESP,1991.01904297,ESP-La Liga,2010-11-13
Real Madrid,4,ESP,1951.26074219,ESP-La Liga,2010-11-13
Valencia,14,ESP,1784.57727051,ESP-La Liga,2010-11-13
Sevilla,21,ESP,1754.81530762,ESP-La Liga,2010-11-13
Villarreal,24,ESP,1742.82092285,ESP-La Liga,2010-11-13
Mallorca,26,ESP,1738.45874023,ESP-La Liga,2010-11-13
Atletico,30,ESP,1729.23376465,ESP-La Liga,2010-11-13
Bilbao,45,ESP,1681.51928711,ESP-La Liga,2010-11-13
Getafe,46,ESP,1677.61755371,ESP-La Liga,2010-11-13
Espanyol,51,ESP,1673.59399414,ESP-La Liga,2010-11-13
Osasuna,57,ESP,1655.10437012,ESP-La Liga,2010-11-13
Zaragoza,61,ESP,1643.34924316,ESP-La Liga,2010-11-13
Santander,62,ESP,1642.37231445,ESP-La Liga,2010-11-13
Almeria,66,ESP,1634.13330078,ESP-La Liga,2010-11-13
Depor,70,ESP,1631.08178711,ESP-La Liga,2010-11-13
Sociedad,71,ESP,1630.86328125,ESP-La Liga,2010-11-13
Hercules,73,ESP,1629.88891602,ESP-La Liga,2010-11-13
Malaga,76,ESP,1627.63598633,ESP-La Liga,2010-11-13
Gijon,79,ESP,1612.8972168,ESP-La Liga,2010-11-13
Levante,91,ESP,1589.65234375,ESP-La Liga,2010-11-13
Barcelona,1,ESP,1993.30822754,ESP-La Liga,2010-11-20
Real Madrid,3,ESP,1953.98999023,ESP-La Liga,2010-11-20
Valencia,13,ESP,1789.47070312,ESP-La Liga,2010-11-20
Sevilla,21,ESP,1762.29321289,ESP-La Liga,2010-11-20
Villarreal,25,ESP,1740.53173828,ESP-La Liga,2010-11-20
Atletico,27,ESP,1736.4375,ESP-La Liga,2010-11-20
Mallorca,30,ESP,1733.18054199,ESP-La Liga,2010-11-20
Bilbao,43,ESP,1686.28503418,ESP-La Liga,2010-11-20
Espanyol,50,ESP,1675.45410156,ESP-La Liga,2010-11-20
Getafe,53,ESP,1672.72412109,ESP-La Liga,2010-11-20
Osasuna,60,ESP,1647.90063477,ESP-La Liga,2010-11-20
Santander,65,ESP,1640.51220703,ESP-La Liga,2010-11-20
Depor,66,ESP,1636.35998535,ESP-La Liga,2010-11-20
Zaragoza,68,ESP,1635.87133789,ESP-La Liga,2010-11-20
Hercules,69,ESP,1635.71398926,ESP-La Liga,2010-11-20
Malaga,70,ESP,1632.49462891,ESP-La Liga,2010-11-20
Almeria,71,ESP,1629.36767578,ESP-La Liga,2010-11-20
Sociedad,74,ESP,1625.03820801,ESP-La Liga,2010-11-20
Gijon,81,ESP,1610.16796875,ESP-La Liga,2010-11-20
Levante,91,ESP,1584.79370117,ESP-La Liga,2010-11-20
Barcelona,1,ESP,2010.81237793,ESP-La Liga,2010-11-27
Real Madrid,2,ESP,1970.80078125,ESP-La Liga,2010-11-27
Valencia,13,ESP,1802.41113281,ESP-La Liga,2010-11-27
Sevilla,21,ESP,1756.80712891,ESP-La Liga,2010-11-27
Atletico,23,ESP,1753.09716797,ESP-La Liga,2010-11-27
Mallorca,24,ESP,1750.16772461,ESP-La Liga,2010-11-27
Villarreal,25,ESP,1744.85888672,ESP-La Liga,2010-11-27
Espanyol,46,ESP,1689.78674316,ESP-La Liga,2010-11-27
Bilbao,47,ESP,1689.25195312,ESP-La Liga,2010-11-27
Getafe,51,ESP,1674.67138672,ESP-La Liga,2010-11-27
Osasuna,55,ESP,1658.64575195,ESP-La Liga,2010-11-27
Depor,58,ESP,1651.90307617,ESP-La Liga,2010-11-27
Zaragoza,62,ESP,1645.4251709,ESP-La Liga,2010-11-27
Santander,66,ESP,1636.44836426,ESP-La Liga,2010-11-27
Hercules,71,ESP,1632.88244629,ESP-La Liga,2010-11-27
Malaga,73,ESP,1628.45263672,ESP-La Liga,2010-11-27
Almeria,74,ESP,1628.10119629,ESP-La Liga,2010-11-27
Sociedad,77,ESP,1619.8795166,ESP-La Liga,2010-11-27
Gijon,79,ESP,1610.9239502,ESP-La Liga,2010-11-27
Levante,86,ESP,1600.35876465,ESP-La Liga,2010-11-27
Barcelona,1,ESP,2014.67993164,ESP-La Liga,2010-12-4
Real Madrid,3,ESP,1953.47802734,ESP-La Liga,2010-12-4
Valencia,14,ESP,1798.12243652,ESP-La Liga,2010-12-4
Villarreal,19,ESP,1756.29309082,ESP-La Liga,2010-12-4
Mallorca,21,ESP,1747.95910645,ESP-La Liga,2010-12-4
Sevilla,28,ESP,1722.99609375,ESP-La Liga,2010-12-4
Atletico,29,ESP,1718.84997559,ESP-La Liga,2010-12-4
Espanyol,41,ESP,1695.33911133,ESP-La Liga,2010-12-4
Bilbao,45,ESP,1687.54907227,ESP-La Liga,2010-12-4
Getafe,48,ESP,1683.98583984,ESP-La Liga,2010-12-4
Osasuna,60,ESP,1646.89343262,ESP-La Liga,2010-12-4
Depor,63,ESP,1639.05456543,ESP-La Liga,2010-12-4
Santander,65,ESP,1635.84155273,ESP-La Liga,2010-12-4
Hercules,66,ESP,1633.10510254,ESP-La Liga,2010-12-4
Sociedad,72,ESP,1627.7454834,ESP-La Liga,2010-12-4
Zaragoza,74,ESP,1624.75793457,ESP-La Liga,2010-12-4
Almeria,75,ESP,1618.93469238,ESP-La Liga,2010-12-4
Malaga,79,ESP,1617.20593262,ESP-La Liga,2010-12-4
Gijon,90,ESP,1589.6027832,ESP-La Liga,2010-12-4
Levante,91,ESP,1586.68078613,ESP-La Liga,2010-12-4
Barcelona,1,ESP,2024.59985352,ESP-La Liga,2010-12-11
Real Madrid,2,ESP,1963.87426758,ESP-La Liga,2010-12-11
Valencia,12,ESP,1804.25390625,ESP-La Liga,2010-12-11
Villarreal,19,ESP,1764.66699219,ESP-La Liga,2010-12-11
Mallorca,24,ESP,1739.05761719,ESP-La Liga,2010-12-11
Sevilla,29,ESP,1721.67553711,ESP-La Liga,2010-12-11
Atletico,32,ESP,1709.9276123,ESP-La Liga,2010-12-11
Espanyol,37,ESP,1702.43225098,ESP-La Liga,2010-12-11
Getafe,38,ESP,1699.94042969,ESP-La Liga,2010-12-11
Bilbao,47,ESP,1681.0435791,ESP-La Liga,2010-12-11
Depor,59,ESP,1648.11291504,ESP-La Liga,2010-12-11
Osasuna,60,ESP,1646.18249512,ESP-La Liga,2010-12-11
Sociedad,62,ESP,1641.30432129,ESP-La Liga,2010-12-11
Malaga,68,ESP,1631.35620117,ESP-La Liga,2010-12-11
Hercules,69,ESP,1631.09997559,ESP-La Liga,2010-12-11
Zaragoza,70,ESP,1630.87768555,ESP-La Liga,2010-12-11
Santander,72,ESP,1628.74450684,ESP-La Liga,2010-12-11
Almeria,75,ESP,1619.86828613,ESP-La Liga,2010-12-11
Levante,83,ESP,1602.65649414,ESP-La Liga,2010-12-11
Gijon,90,ESP,1589.56286621,ESP-La Liga,2010-12-11
Barcelona,1,ESP,2030.61450195,ESP-La Liga,2010-12-18
Real Madrid,2,ESP,1972.17858887,ESP-La Liga,2010-12-18
Valencia,13,ESP,1802.34094238,ESP-La Liga,2010-12-18
Villarreal,19,ESP,1766.81054688,ESP-La Liga,2010-12-18
Mallorca,27,ESP,1730.32995605,ESP-La Liga,2010-12-18
Atletico,28,ESP,1725.16540527,ESP-La Liga,2010-12-18
Getafe,31,ESP,1714.5501709,ESP-La Liga,2010-12-18
Sevilla,34,ESP,1709.45227051,ESP-La Liga,2010-12-18
Espanyol,37,ESP,1700.58105469,ESP-La Liga,2010-12-18
Bilbao,42,ESP,1691.65917969,ESP-La Liga,2010-12-18
Osasuna,54,ESP,1656.85998535,ESP-La Liga,2010-12-18
Depor,59,ESP,1646.44628906,ESP-La Liga,2010-12-18
Santander,60,ESP,1646.23669434,ESP-La Liga,2010-12-18
Hercules,62,ESP,1645.27868652,ESP-La Liga,2010-12-18
Sociedad,63,ESP,1644.05419922,ESP-La Liga,2010-12-18
Almeria,65,ESP,1642.57983398,ESP-La Liga,2010-12-18
Zaragoza,69,ESP,1631.33789062,ESP-La Liga,2010-12-18
Malaga,72,ESP,1625.94213867,ESP-La Liga,2010-12-18
Levante,81,ESP,1609.45178223,ESP-La Liga,2010-12-18
Gijon,88,ESP,1591.53210449,ESP-La Liga,2010-12-18
Barcelona,1,ESP,2036.55651855,ESP-La Liga,2010-12-25
Real Madrid,2,ESP,1973.61340332,ESP-La Liga,2010-12-25
Valencia,10,ESP,1808.87084961,ESP-La Liga,2010-12-25
Villarreal,17,ESP,1773.70275879,ESP-La Liga,2010-12-25
Atletico,22,ESP,1738.64013672,ESP-La Liga,2010-12-25
