team,rank,country,elo,league,week
West Brom,61,ENG,1622.48071289,ENG-Premier League,2018-5-21
Swansea,63,ENG,1620.49572754,ENG-Premier League,2018-5-21
Huddersfield,77,ENG,1568.27709961,ENG-Premier League,2018-5-21
Man City,3,ENG,1973.61560059,ENG-Premier League,2018-5-28
Liverpool,7,ENG,1915.98413086,ENG-Premier League,2018-5-28
Tottenham,8,ENG,1913.50280762,ENG-Premier League,2018-5-28
Man United,9,ENG,1883.58837891,ENG-Premier League,2018-5-28
Chelsea,13,ENG,1835.65820312,ENG-Premier League,2018-5-28
Arsenal,14,ENG,1822.65515137,ENG-Premier League,2018-5-28
Everton,37,ENG,1698.21655273,ENG-Premier League,2018-5-28
Leicester,38,ENG,1696.15197754,ENG-Premier League,2018-5-28
Crystal Palace,40,ENG,1691.60559082,ENG-Premier League,2018-5-28
Burnley,42,ENG,1687.52050781,ENG-Premier League,2018-5-28
Bournemouth,45,ENG,1672.43444824,ENG-Premier League,2018-5-28
West Ham,46,ENG,1672.38671875,ENG-Premier League,2018-5-28
Newcastle,47,ENG,1669.52526855,ENG-Premier League,2018-5-28
Southampton,52,ENG,1652.15490723,ENG-Premier League,2018-5-28
Brighton,57,ENG,1631.52233887,ENG-Premier League,2018-5-28
Stoke,59,ENG,1627.80334473,ENG-Premier League,2018-5-28
Watford,60,ENG,1625.0892334,ENG-Premier League,2018-5-28
West Brom,62,ENG,1619.95874023,ENG-Premier League,2018-5-28
Swansea,63,ENG,1617.97375488,ENG-Premier League,2018-5-28
Huddersfield,77,ENG,1565.75524902,ENG-Premier League,2018-5-28
Man City,3,ENG,1973.61560059,ENG-Premier League,2018-6-4
Liverpool,7,ENG,1915.98413086,ENG-Premier League,2018-6-4
Tottenham,8,ENG,1913.50280762,ENG-Premier League,2018-6-4
Man United,9,ENG,1883.58837891,ENG-Premier League,2018-6-4
Chelsea,13,ENG,1835.65820312,ENG-Premier League,2018-6-4
Arsenal,14,ENG,1822.65515137,ENG-Premier League,2018-6-4
Everton,37,ENG,1698.21655273,ENG-Premier League,2018-6-4
Leicester,38,ENG,1696.15197754,ENG-Premier League,2018-6-4
Crystal Palace,40,ENG,1691.60559082,ENG-Premier League,2018-6-4
Burnley,42,ENG,1687.52050781,ENG-Premier League,2018-6-4
Bournemouth,45,ENG,1672.43444824,ENG-Premier League,2018-6-4
West Ham,46,ENG,1672.38671875,ENG-Premier League,2018-6-4
Newcastle,47,ENG,1669.52526855,ENG-Premier League,2018-6-4
Southampton,52,ENG,1652.15490723,ENG-Premier League,2018-6-4
Brighton,57,ENG,1631.52233887,ENG-Premier League,2018-6-4
Stoke,59,ENG,1627.80334473,ENG-Premier League,2018-6-4
Watford,60,ENG,1625.0892334,ENG-Premier League,2018-6-4
West Brom,62,ENG,1619.95874023,ENG-Premier League,2018-6-4
Swansea,63,ENG,1617.97375488,ENG-Premier League,2018-6-4
Huddersfield,77,ENG,1565.75524902,ENG-Premier League,2018-6-4
Man City,3,ENG,1973.61560059,ENG-Premier League,2018-6-11
Liverpool,7,ENG,1915.98413086,ENG-Premier League,2018-6-11
Tottenham,8,ENG,1913.50280762,ENG-Premier League,2018-6-11
Man United,9,ENG,1883.58837891,ENG-Premier League,2018-6-11
Chelsea,13,ENG,1835.65820312,ENG-Premier League,2018-6-11
Arsenal,14,ENG,1822.65515137,ENG-Premier League,2018-6-11
Everton,37,ENG,1698.21655273,ENG-Premier League,2018-6-11
Leicester,38,ENG,1696.15197754,ENG-Premier League,2018-6-11
Crystal Palace,40,ENG,1691.60559082,ENG-Premier League,2018-6-11
Burnley,42,ENG,1687.52050781,ENG-Premier League,2018-6-11
Bournemouth,45,ENG,1672.43444824,ENG-Premier League,2018-6-11
West Ham,46,ENG,1672.38671875,ENG-Premier League,2018-6-11
Newcastle,47,ENG,1669.52526855,ENG-Premier League,2018-6-11
Southampton,52,ENG,1652.15490723,ENG-Premier League,2018-6-11
Brighton,57,ENG,1631.52233887,ENG-Premier League,2018-6-11
Stoke,59,ENG,1627.80334473,ENG-Premier League,2018-6-11
Watford,60,ENG,1625.0892334,ENG-Premier League,2018-6-11
West Brom,62,ENG,1619.95874023,ENG-Premier League,2018-6-11
Swansea,63,ENG,1617.97375488,ENG-Premier League,2018-6-11
Huddersfield,77,ENG,1565.75524902,ENG-Premier League,2018-6-11
Man City,3,ENG,1973.61560059,ENG-Premier League,2018-6-18
Liverpool,7,ENG,1915.98413086,ENG-Premier League,2018-6-18
Tottenham,8,ENG,1913.50280762,ENG-Premier League,2018-6-18
Man United,9,ENG,1883.58837891,ENG-Premier League,2018-6-18
Chelsea,13,ENG,1835.65820312,ENG-Premier League,2018-6-18
Arsenal,14,ENG,1822.65515137,ENG-Premier League,2018-6-18
Everton,37,ENG,1698.21655273,ENG-Premier League,2018-6-18
Leicester,38,ENG,1696.15197754,ENG-Premier League,2018-6-18
Crystal Palace,40,ENG,1691.60559082,ENG-Premier League,2018-6-18
Burnley,42,ENG,1687.52050781,ENG-Premier League,2018-6-18
Bournemouth,45,ENG,1672.43444824,ENG-Premier League,2018-6-18
West Ham,46,ENG,1672.38671875,ENG-Premier League,2018-6-18
Newcastle,47,ENG,1669.52526855,ENG-Premier League,2018-6-18
Southampton,52,ENG,1652.15490723,ENG-Premier League,2018-6-18
Brighton,57,ENG,1631.52233887,ENG-Premier League,2018-6-18
Stoke,59,ENG,1627.80334473,ENG-Premier League,2018-6-18
Watford,60,ENG,1625.0892334,ENG-Premier League,2018-6-18
West Brom,62,ENG,1619.95874023,ENG-Premier League,2018-6-18
Swansea,63,ENG,1617.97375488,ENG-Premier League,2018-6-18
Huddersfield,77,ENG,1565.75524902,ENG-Premier League,2018-6-18
Man City,3,ENG,1973.61560059,ENG-Premier League,2018-6-25
Liverpool,7,ENG,1915.98413086,ENG-Premier League,2018-6-25
Tottenham,8,ENG,1913.50280762,ENG-Premier League,2018-6-25
Man United,9,ENG,1883.58837891,ENG-Premier League,2018-6-25
Chelsea,13,ENG,1835.65820312,ENG-Premier League,2018-6-25
Arsenal,14,ENG,1822.65515137,ENG-Premier League,2018-6-25
Everton,37,ENG,1698.21655273,ENG-Premier League,2018-6-25
Leicester,38,ENG,1696.15197754,ENG-Premier League,2018-6-25
Crystal Palace,40,ENG,1691.60559082,ENG-Premier League,2018-6-25
Burnley,42,ENG,1687.52050781,ENG-Premier League,2018-6-25
Bournemouth,45,ENG,1672.43444824,ENG-Premier League,2018-6-25
West Ham,46,ENG,1672.38671875,ENG-Premier League,2018-6-25
Newcastle,47,ENG,1669.52526855,ENG-Premier League,2018-6-25
Southampton,52,ENG,1652.15490723,ENG-Premier League,2018-6-25
Brighton,57,ENG,1631.52233887,ENG-Premier League,2018-6-25
Stoke,59,ENG,1627.80334473,ENG-Premier League,2018-6-25
Watford,60,ENG,1625.0892334,ENG-Premier League,2018-6-25
West Brom,62,ENG,1619.95874023,ENG-Premier League,2018-6-25
Swansea,63,ENG,1617.97375488,ENG-Premier League,2018-6-25
Huddersfield,77,ENG,1565.75524902,ENG-Premier League,2018-6-25
Man City,3,ENG,1974.56054688,ENG-Premier League,2018-8-7
Liverpool,7,ENG,1916.92907715,ENG-Premier League,2018-8-7
Tottenham,8,ENG,1914.44775391,ENG-Premier League,2018-8-7
Man United,9,ENG,1884.5333252,ENG-Premier League,2018-8-7
Chelsea,13,ENG,1836.60314941,ENG-Premier League,2018-8-7
Arsenal,14,ENG,1823.60009766,ENG-Premier League,2018-8-7
Everton,37,ENG,1699.16149902,ENG-Premier League,2018-8-7
Leicester,38,ENG,1697.0970459,ENG-Premier League,2018-8-7
Crystal Palace,41,ENG,1692.55053711,ENG-Premier League,2018-8-7
Burnley,42,ENG,1691.31921387,ENG-Premier League,2018-8-7
Bournemouth,45,ENG,1673.37939453,ENG-Premier League,2018-8-7
West Ham,46,ENG,1673.33166504,ENG-Premier League,2018-8-7
Newcastle,47,ENG,1670.47021484,ENG-Premier League,2018-8-7
Southampton,52,ENG,1653.09985352,ENG-Premier League,2018-8-7
Fulham,57,ENG,1633.39855957,ENG-Premier League,2018-8-7
Brighton,58,ENG,1632.46728516,ENG-Premier League,2018-8-7
Watford,60,ENG,1626.03417969,ENG-Premier League,2018-8-7
Wolves,72,ENG,1592.67797852,ENG-Premier League,2018-8-7
Cardiff,78,ENG,1576.0892334,ENG-Premier League,2018-8-7
Huddersfield,79,ENG,1566.70019531,ENG-Premier League,2018-8-7
Man City,3,ENG,1982.86706543,ENG-Premier League,2018-8-14
Liverpool,7,ENG,1921.08105469,ENG-Premier League,2018-8-14
Tottenham,8,ENG,1918.74829102,ENG-Premier League,2018-8-14
Man United,9,ENG,1887.62719727,ENG-Premier League,2018-8-14
Chelsea,13,ENG,1843.04711914,ENG-Premier League,2018-8-14
Arsenal,14,ENG,1816.09594727,ENG-Premier League,2018-8-14
Crystal Palace,36,ENG,1704.57897949,ENG-Premier League,2018-8-14
Everton,38,ENG,1698.43969727,ENG-Premier League,2018-8-14
Leicester,41,ENG,1694.80541992,ENG-Premier League,2018-8-14
Burnley,42,ENG,1693.68652344,ENG-Premier League,2018-8-14
Bournemouth,45,ENG,1679.63439941,ENG-Premier League,2018-8-14
West Ham,46,ENG,1669.98205566,ENG-Premier League,2018-8-14
Newcastle,47,ENG,1666.97192383,ENG-Premier League,2018-8-14
Southampton,52,ENG,1652.74523926,ENG-Premier League,2018-8-14
Watford,53,ENG,1635.71386719,ENG-Premier League,2018-8-14
Brighton,59,ENG,1623.58996582,ENG-Premier League,2018-8-14
Fulham,61,ENG,1622.17236328,ENG-Premier League,2018-8-14
Wolves,71,ENG,1594.20214844,ENG-Premier League,2018-8-14
Cardiff,78,ENG,1570.63659668,ENG-Premier League,2018-8-14
Huddersfield,81,ENG,1561.05847168,ENG-Premier League,2018-8-14
Man City,3,ENG,1987.18615723,ENG-Premier League,2018-8-21
Liverpool,7,ENG,1929.88952637,ENG-Premier League,2018-8-21
Tottenham,8,ENG,1923.53234863,ENG-Premier League,2018-8-21
Man United,10,ENG,1877.16088867,ENG-Premier League,2018-8-21
Chelsea,13,ENG,1851.48828125,ENG-Premier League,2018-8-21
Arsenal,14,ENG,1813.13830566,ENG-Premier League,2018-8-21
Everton,36,ENG,1706.57055664,ENG-Premier League,2018-8-21
Leicester,39,ENG,1703.32531738,ENG-Premier League,2018-8-21
Crystal Palace,40,ENG,1701.25402832,ENG-Premier League,2018-8-21
Bournemouth,42,ENG,1691.58630371,ENG-Premier League,2018-8-21
Burnley,43,ENG,1688.20874023,ENG-Premier League,2018-8-21
Newcastle,46,ENG,1668.83398438,ENG-Premier League,2018-8-21
West Ham,49,ENG,1663.5135498,ENG-Premier League,2018-8-21
Watford,52,ENG,1654.94250488,ENG-Premier League,2018-8-21
Southampton,53,ENG,1650.09790039,ENG-Premier League,2018-8-21
Brighton,54,ENG,1639.53967285,ENG-Premier League,2018-8-21
Fulham,61,ENG,1622.8717041,ENG-Premier League,2018-8-21
Wolves,74,ENG,1591.16577148,ENG-Premier League,2018-8-21
Cardiff,77,ENG,1574.25793457,ENG-Premier League,2018-8-21
Huddersfield,83,ENG,1562.22277832,ENG-Premier League,2018-8-21
Man City,3,ENG,1976.01794434,ENG-Premier League,2018-8-28
Tottenham,6,ENG,1934.61889648,ENG-Premier League,2018-8-28
Liverpool,8,ENG,1927.65551758,ENG-Premier League,2018-8-28
Man United,11,ENG,1858.56384277,ENG-Premier League,2018-8-28
Chelsea,12,ENG,1852.84924316,ENG-Premier League,2018-8-28
Arsenal,14,ENG,1813.80041504,ENG-Premier League,2018-8-28
Leicester,33,ENG,1707.94042969,ENG-Premier League,2018-8-28
Everton,36,ENG,1704.23901367,ENG-Premier League,2018-8-28
Crystal Palace,41,ENG,1689.90930176,ENG-Premier League,2018-8-28
Bournemouth,43,ENG,1686.40734863,ENG-Premier League,2018-8-28
Burnley,46,ENG,1661.93652344,ENG-Premier League,2018-8-28
Newcastle,47,ENG,1659.96252441,ENG-Premier League,2018-8-28
Watford,48,ENG,1658.7767334,ENG-Premier League,2018-8-28
West Ham,52,ENG,1655.34082031,ENG-Premier League,2018-8-28
Southampton,55,ENG,1637.97229004,ENG-Premier League,2018-8-28
Brighton,56,ENG,1634.26330566,ENG-Premier League,2018-8-28
Fulham,58,ENG,1630.3182373,ENG-Premier League,2018-8-28
Wolves,71,ENG,1594.82348633,ENG-Premier League,2018-8-28
Cardiff,77,ENG,1572.00952148,ENG-Premier League,2018-8-28
Huddersfield,85,ENG,1556.96081543,ENG-Premier League,2018-8-28
Man City,3,ENG,1974.85668945,ENG-Premier League,2018-9-4
Liverpool,6,ENG,1929.28137207,ENG-Premier League,2018-9-4
Tottenham,7,ENG,1918.99401855,ENG-Premier League,2018-9-4
Man United,10,ENG,1862.8314209,ENG-Premier League,2018-9-4
Chelsea,11,ENG,1854.47924805,ENG-Premier League,2018-9-4
Arsenal,14,ENG,1815.11352539,ENG-Premier League,2018-9-4
Leicester,36,ENG,1701.3458252,ENG-Premier League,2018-9-4
Everton,38,ENG,1696.31591797,ENG-Premier League,2018-9-4
Bournemouth,43,ENG,1679.80859375,ENG-Premier League,2018-9-4
Crystal Palace,45,ENG,1671.54382324,ENG-Premier League,2018-9-4
Watford,47,ENG,1669.4329834,ENG-Premier League,2018-9-4
Newcastle,49,ENG,1656.15490723,ENG-Premier League,2018-9-4
Southampton,52,ENG,1651.36914062,ENG-Premier League,2018-9-4
Burnley,53,ENG,1645.2199707,ENG-Premier League,2018-9-4
West Ham,54,ENG,1641.6151123,ENG-Premier League,2018-9-4
Brighton,60,ENG,1629.83312988,ENG-Premier League,2018-9-4
Fulham,61,ENG,1629.77966309,ENG-Premier League,2018-9-4
Wolves,71,ENG,1603.58068848,ENG-Premier League,2018-9-4
Cardiff,79,ENG,1565.7277832,ENG-Premier League,2018-9-4
Huddersfield,85,ENG,1559.91516113,ENG-Premier League,2018-9-4
Man City,3,ENG,1974.85668945,ENG-Premier League,2018-9-11
Liverpool,6,ENG,1929.28137207,ENG-Premier League,2018-9-11
Tottenham,7,ENG,1918.99401855,ENG-Premier League,2018-9-11
Man United,10,ENG,1862.8314209,ENG-Premier League,2018-9-11
Chelsea,11,ENG,1854.47924805,ENG-Premier League,2018-9-11
Arsenal,14,ENG,1815.11352539,ENG-Premier League,2018-9-11
Leicester,36,ENG,1701.3458252,ENG-Premier League,2018-9-11
Everton,38,ENG,1696.31591797,ENG-Premier League,2018-9-11
Bournemouth,43,ENG,1679.80859375,ENG-Premier League,2018-9-11
Crystal Palace,45,ENG,1671.54382324,ENG-Premier League,2018-9-11
Watford,47,ENG,1669.4329834,ENG-Premier League,2018-9-11
Newcastle,49,ENG,1656.15490723,ENG-Premier League,2018-9-11
Southampton,52,ENG,1651.36914062,ENG-Premier League,2018-9-11
Burnley,53,ENG,1645.2199707,ENG-Premier League,2018-9-11
West Ham,54,ENG,1641.6151123,ENG-Premier League,2018-9-11
Brighton,60,ENG,1629.83312988,ENG-Premier League,2018-9-11
Fulham,61,ENG,1629.77966309,ENG-Premier League,2018-9-11
Wolves,71,ENG,1603.58068848,ENG-Premier League,2018-9-11
Cardiff,79,ENG,1565.7277832,ENG-Premier League,2018-9-11
Huddersfield,85,ENG,1559.91516113,ENG-Premier League,2018-9-11
Man City,3,ENG,1976.70690918,ENG-Premier League,2018-9-18
Liverpool,6,ENG,1938.46887207,ENG-Premier League,2018-9-18
Tottenham,7,ENG,1909.80651855,ENG-Premier League,2018-9-18
Man United,10,ENG,1867.72973633,ENG-Premier League,2018-9-18
Chelsea,11,ENG,1857.2199707,ENG-Premier League,2018-9-18
Arsenal,14,ENG,1820.63256836,ENG-Premier League,2018-9-18
Leicester,37,ENG,1691.81237793,ENG-Premier League,2018-9-18
Bournemouth,40,ENG,1689.34216309,ENG-Premier League,2018-9-18
Everton,43,ENG,1680.67126465,ENG-Premier League,2018-9-18
Crystal Palace,44,ENG,1678.48046875,ENG-Premier League,2018-9-18
Watford,47,ENG,1664.53466797,ENG-Premier League,2018-9-18
West Ham,49,ENG,1657.25976562,ENG-Premier League,2018-9-18
Newcastle,51,ENG,1650.63586426,ENG-Premier League,2018-9-18
Southampton,52,ENG,1648.98815918,ENG-Premier League,2018-9-18
Burnley,55,ENG,1637.53930664,ENG-Premier League,2018-9-18
Brighton,56,ENG,1632.21411133,ENG-Premier League,2018-9-18
Fulham,62,ENG,1627.92956543,ENG-Premier League,2018-9-18
Wolves,69,ENG,1611.26135254,ENG-Premier League,2018-9-18
Cardiff,84,ENG,1562.98706055,ENG-Premier League,2018-9-18
Huddersfield,89,ENG,1552.97851562,ENG-Premier League,2018-9-18
Man City,5,ENG,1963.86547852,ENG-Premier League,2018-9-25
Liverpool,6,ENG,1944.22155762,ENG-Premier League,2018-9-25
Tottenham,8,ENG,1901.68859863,ENG-Premier League,2018-9-25
Man United,10,ENG,1868.23217773,ENG-Premier League,2018-9-25
Chelsea,12,ENG,1857.56201172,ENG-Premier League,2018-9-25
Arsenal,13,ENG,1825.24963379,ENG-Premier League,2018-9-25
Leicester,38,ENG,1695.234375,ENG-Premier League,2018-9-25
Everton,45,ENG,1674.63366699,ENG-Premier League,2018-9-25
Crystal Palace,46,ENG,1674.39160156,ENG-Premier League,2018-9-25
Bournemouth,47,ENG,1672.41674805,ENG-Premier League,2018-9-25
Watford,48,ENG,1663.95581055,ENG-Premier League,2018-9-25
West Ham,49,ENG,1659.63513184,ENG-Premier League,2018-9-25
Newcastle,53,ENG,1651.84936523,ENG-Premier League,2018-9-25
Burnley,54,ENG,1651.5892334,ENG-Premier League,2018-9-25
Southampton,55,ENG,1644.99084473,ENG-Premier League,2018-9-25
Brighton,59,ENG,1627.31054688,ENG-Premier League,2018-9-25
Fulham,61,ENG,1625.63293457,ENG-Premier League,2018-9-25
Wolves,69,ENG,1617.25109863,ENG-Premier League,2018-9-25
Cardiff,85,ENG,1557.78149414,ENG-Premier League,2018-9-25
Huddersfield,90,ENG,1546.6809082,ENG-Premier League,2018-9-25
Man City,4,ENG,1965.49584961,ENG-Premier League,2018-10-2
Liverpool,6,ENG,1943.6427002,ENG-Premier League,2018-10-2
Tottenham,8,ENG,1904.80529785,ENG-Premier League,2018-10-2
Chelsea,10,ENG,1858.14086914,ENG-Premier League,2018-10-2
Man United,12,ENG,1851.54992676,ENG-Premier League,2018-10-2
Arsenal,13,ENG,1829.39685059,ENG-Premier League,2018-10-2
Leicester,34,ENG,1707.36560059,ENG-Premier League,2018-10-2
Everton,42,ENG,1683.56884766,ENG-Premier League,2018-10-2
Bournemouth,45,ENG,1678.72717285,ENG-Premier League,2018-10-2
West Ham,47,ENG,1676.31726074,ENG-Premier League,2018-10-2
Crystal Palace,49,ENG,1668.08117676,ENG-Premier League,2018-10-2
Watford,50,ENG,1659.80859375,ENG-Premier League,2018-10-2
Burnley,51,ENG,1659.14147949,ENG-Premier League,2018-10-2
Newcastle,56,ENG,1639.71813965,ENG-Premier League,2018-10-2
Southampton,58,ENG,1634.98706055,ENG-Premier League,2018-10-2
Wolves,62,ENG,1627.25500488,ENG-Premier League,2018-10-2
Brighton,65,ENG,1625.68017578,ENG-Premier League,2018-10-2
Fulham,68,ENG,1616.69775391,ENG-Premier League,2018-10-2
Cardiff,86,ENG,1550.22937012,ENG-Premier League,2018-10-2
Huddersfield,89,ENG,1543.56433105,ENG-Premier League,2018-10-2
Man City,4,ENG,1966.16052246,ENG-Premier League,2018-10-9
Liverpool,7,ENG,1930.77099609,ENG-Premier League,2018-10-9
Tottenham,9,ENG,1890.48962402,ENG-Premier League,2018-10-9
Chelsea,11,ENG,1861.60559082,ENG-Premier League,2018-10-9
Man United,12,ENG,1845.23461914,ENG-Premier League,2018-10-9
Arsenal,13,ENG,1838.27355957,ENG-Premier League,2018-10-9
Leicester,40,ENG,1692.71472168,ENG-Premier League,2018-10-9
Bournemouth,41,ENG,1692.60961914,ENG-Premier League,2018-10-9
Everton,43,ENG,1689.46643066,ENG-Premier League,2018-10-9
West Ham,49,ENG,1664.25720215,ENG-Premier League,2018-10-9
Crystal Palace,51,ENG,1652.66491699,ENG-Premier League,2018-10-9
Burnley,52,ENG,1649.96081543,ENG-Premier League,2018-10-9
Watford,56,ENG,1637.17285156,ENG-Premier League,2018-10-9
Wolves,58,ENG,1633.91796875,ENG-Premier League,2018-10-9
Newcastle,59,ENG,1632.8416748,ENG-Premier League,2018-10-9
Brighton,61,ENG,1628.98706055,ENG-Premier League,2018-10-9
Southampton,64,ENG,1623.3034668,ENG-Premier League,2018-10-9
Fulham,69,ENG,1604.18933105,ENG-Premier League,2018-10-9
Cardiff,84,ENG,1544.73974609,ENG-Premier League,2018-10-9
Huddersfield,85,ENG,1543.99169922,ENG-Premier League,2018-10-9
Man City,4,ENG,1966.16052246,ENG-Premier League,2018-10-16
Liverpool,7,ENG,1930.77099609,ENG-Premier League,2018-10-16
Tottenham,9,ENG,1890.48962402,ENG-Premier League,2018-10-16
Chelsea,11,ENG,1861.60559082,ENG-Premier League,2018-10-16
Man United,12,ENG,1845.23461914,ENG-Premier League,2018-10-16
Arsenal,13,ENG,1838.27355957,ENG-Premier League,2018-10-16
Leicester,40,ENG,1692.71472168,ENG-Premier League,2018-10-16
Bournemouth,41,ENG,1692.60961914,ENG-Premier League,2018-10-16
Everton,43,ENG,1689.46643066,ENG-Premier League,2018-10-16
West Ham,49,ENG,1664.25720215,ENG-Premier League,2018-10-16
Crystal Palace,51,ENG,1652.66491699,ENG-Premier League,2018-10-16
Burnley,52,ENG,1649.96081543,ENG-Premier League,2018-10-16
Watford,56,ENG,1637.17285156,ENG-Premier League,2018-10-16
Wolves,58,ENG,1633.91796875,ENG-Premier League,2018-10-16
Newcastle,59,ENG,1632.8416748,ENG-Premier League,2018-10-16
Brighton,61,ENG,1628.98706055,ENG-Premier League,2018-10-16
Southampton,64,ENG,1623.3034668,ENG-Premier League,2018-10-16
Fulham,69,ENG,1604.18933105,ENG-Premier League,2018-10-16
Cardiff,84,ENG,1544.73974609,ENG-Premier League,2018-10-16
Huddersfield,85,ENG,1543.99169922,ENG-Premier League,2018-10-16
Man City,3,ENG,1969.26184082,ENG-Premier League,2018-10-23
Liverpool,6,ENG,1932.52612305,ENG-Premier League,2018-10-23
Tottenham,9,ENG,1894.46166992,ENG-Premier League,2018-10-23
Chelsea,11,ENG,1859.45556641,ENG-Premier League,2018-10-23
Man United,12,ENG,1847.38464355,ENG-Premier League,2018-10-23
Arsenal,13,ENG,1842.90490723,ENG-Premier League,2018-10-23
Everton,40,ENG,1697.57202148,ENG-Premier League,2018-10-23
Bournemouth,44,ENG,1689.06298828,ENG-Premier League,2018-10-23
Leicester,45,ENG,1688.08337402,ENG-Premier League,2018-10-23
West Ham,50,ENG,1660.28515625,ENG-Premier League,2018-10-23
Watford,51,ENG,1650.54455566,ENG-Premier League,2018-10-23
Burnley,54,ENG,1646.859375,ENG-Premier League,2018-10-23
Crystal Palace,55,ENG,1644.55932617,ENG-Premier League,2018-10-23
Brighton,58,ENG,1638.66113281,ENG-Premier League,2018-10-23
Southampton,60,ENG,1626.85009766,ENG-Premier League,2018-10-23
Newcastle,62,ENG,1623.16760254,ENG-Premier League,2018-10-23
Wolves,63,ENG,1620.54614258,ENG-Premier League,2018-10-23
Fulham,73,ENG,1592.81274414,ENG-Premier League,2018-10-23
Cardiff,82,ENG,1556.11633301,ENG-Premier League,2018-10-23
Huddersfield,86,ENG,1542.23657227,ENG-Premier League,2018-10-23
Man City,3,ENG,1988.71313477,ENG-Premier League,2018-10-30
Liverpool,6,ENG,1940.20043945,ENG-Premier League,2018-10-30
Tottenham,9,ENG,1887.91430664,ENG-Premier League,2018-10-30
Chelsea,11,ENG,1872.72802734,ENG-Premier League,2018-10-30
Arsenal,12,ENG,1849.14147949,ENG-Premier League,2018-10-30
Man United,13,ENG,1846.91186523,ENG-Premier League,2018-10-30
Bournemouth,37,ENG,1704.27050781,ENG-Premier League,2018-10-30
Everton,41,ENG,1697.34716797,ENG-Premier League,2018-10-30
Leicester,45,ENG,1688.85229492,ENG-Premier League,2018-10-30
West Ham,48,ENG,1666.04504395,ENG-Premier League,2018-10-30
Watford,50,ENG,1661.01123047,ENG-Premier League,2018-10-30
Crystal Palace,53,ENG,1651.75183105,ENG-Premier League,2018-10-30
Brighton,55,ENG,1648.11474609,ENG-Premier League,2018-10-30
Burnley,57,ENG,1641.27185059,ENG-Premier League,2018-10-30
Southampton,61,ENG,1628.28039551,ENG-Premier League,2018-10-30
Newcastle,62,ENG,1628.26623535,ENG-Premier League,2018-10-30
Wolves,65,ENG,1617.62145996,ENG-Premier League,2018-10-30
Fulham,74,ENG,1584.13415527,ENG-Premier League,2018-10-30
Cardiff,83,ENG,1557.78540039,ENG-Premier League,2018-10-30
Huddersfield,86,ENG,1538.29882812,ENG-Premier League,2018-10-30
Man City,3,ENG,1991.00732422,ENG-Premier League,2018-11-6
Liverpool,6,ENG,1939.32885742,ENG-Premier League,2018-11-6
Tottenham,9,ENG,1891.2557373,ENG-Premier League,2018-11-6
Chelsea,11,ENG,1875.90808105,ENG-Premier League,2018-11-6
Man United,12,ENG,1852.77722168,ENG-Premier League,2018-11-6
Arsenal,13,ENG,1850.01306152,ENG-Premier League,2018-11-6
Everton,39,ENG,1705.00134277,ENG-Premier League,2018-11-6
Bournemouth,41,ENG,1698.40515137,ENG-Premier League,2018-11-6
Leicester,42,ENG,1695.00830078,ENG-Premier League,2018-11-6
West Ham,48,ENG,1674.52050781,ENG-Premier League,2018-11-6
Watford,51,ENG,1653.63208008,ENG-Premier League,2018-11-6
Crystal Palace,52,ENG,1648.57177734,ENG-Premier League,2018-11-6
Brighton,56,ENG,1640.46057129,ENG-Premier League,2018-11-6
Newcastle,58,ENG,1635.64538574,ENG-Premier League,2018-11-6
Burnley,60,ENG,1632.79638672,ENG-Premier League,2018-11-6
Southampton,64,ENG,1625.98608398,ENG-Premier League,2018-11-6
Wolves,67,ENG,1614.2800293,ENG-Premier League,2018-11-6
Fulham,77,ENG,1576.50952148,ENG-Premier League,2018-11-6
Cardiff,84,ENG,1551.62939453,ENG-Premier League,2018-11-6
Huddersfield,85,ENG,1545.92333984,ENG-Premier League,2018-11-6
Man City,2,ENG,2000.36987305,ENG-Premier League,2018-11-13
Liverpool,7,ENG,1923.12011719,ENG-Premier League,2018-11-13
Tottenham,8,ENG,1897.19433594,ENG-Premier League,2018-11-13
Chelsea,11,ENG,1872.18225098,ENG-Premier League,2018-11-13
Man United,12,ENG,1861.59301758,ENG-Premier League,2018-11-13
Arsenal,15,ENG,1836.88513184,ENG-Premier League,2018-11-13
Everton,35,ENG,1710.78759766,ENG-Premier League,2018-11-13
Leicester,41,ENG,1691.34509277,ENG-Premier League,2018-11-13
Bournemouth,42,ENG,1690.20666504,ENG-Premier League,2018-11-13
West Ham,46,ENG,1672.5435791,ENG-Premier League,2018-11-13
Watford,49,ENG,1654.53625488,ENG-Premier League,2018-11-13
Crystal Palace,53,ENG,1644.60449219,ENG-Premier League,2018-11-13
Newcastle,54,ENG,1643.52062988,ENG-Premier League,2018-11-13
Burnley,57,ENG,1636.13635254,ENG-Premier League,2018-11-13
Brighton,59,ENG,1631.3996582,ENG-Premier League,2018-11-13
Southampton,62,ENG,1624.75866699,ENG-Premier League,2018-11-13
Wolves,63,ENG,1621.01501465,ENG-Premier League,2018-11-13
Fulham,76,ENG,1574.84228516,ENG-Premier League,2018-11-13
Cardiff,80,ENG,1560.3671875,ENG-Premier League,2018-11-13
Huddersfield,85,ENG,1547.57714844,ENG-Premier League,2018-11-13
Man City,2,ENG,2000.36987305,ENG-Premier League,2018-11-20
Liverpool,7,ENG,1923.12011719,ENG-Premier League,2018-11-20
Tottenham,8,ENG,1897.19433594,ENG-Premier League,2018-11-20
