team,rank,country,elo,league,week
Man United,2,ENG,1957.61633301,ENG-Premier League,2010-8-7
Chelsea,3,ENG,1950.53125,ENG-Premier League,2010-8-7
Arsenal,7,ENG,1869.07739258,ENG-Premier League,2010-8-7
Liverpool,8,ENG,1849.16809082,ENG-Premier League,2010-8-7
Tottenham,14,ENG,1787.02893066,ENG-Premier League,2010-8-7
Man City,19,ENG,1782.39746094,ENG-Premier League,2010-8-7
Everton,20,ENG,1780.93115234,ENG-Premier League,2010-8-7
Aston Villa,23,ENG,1763.50170898,ENG-Premier League,2010-8-7
Fulham,35,ENG,1723.45556641,ENG-Premier League,2010-8-7
Blackburn,37,ENG,1698.73852539,ENG-Premier League,2010-8-7
Newcastle,40,ENG,1690.31530762,ENG-Premier League,2010-8-7
Stoke,52,ENG,1666.12438965,ENG-Premier League,2010-8-7
Sunderland,63,ENG,1645.02880859,ENG-Premier League,2010-8-7
Birmingham,65,ENG,1644.80273438,ENG-Premier League,2010-8-7
West Ham,68,ENG,1641.16674805,ENG-Premier League,2010-8-7
West Brom,71,ENG,1631.75268555,ENG-Premier League,2010-8-7
Bolton,74,ENG,1625.13024902,ENG-Premier League,2010-8-7
Wolves,86,ENG,1606.3828125,ENG-Premier League,2010-8-7
Wigan,88,ENG,1598.59960938,ENG-Premier League,2010-8-7
Blackpool,95,ENG,1551.8807373,ENG-Premier League,2010-8-7
Man United,2,ENG,1957.61633301,ENG-Premier League,2010-8-14
Chelsea,3,ENG,1950.53125,ENG-Premier League,2010-8-14
Arsenal,7,ENG,1869.07739258,ENG-Premier League,2010-8-14
Liverpool,8,ENG,1849.16809082,ENG-Premier League,2010-8-14
Tottenham,14,ENG,1787.02893066,ENG-Premier League,2010-8-14
Man City,18,ENG,1782.39746094,ENG-Premier League,2010-8-14
Everton,20,ENG,1780.93115234,ENG-Premier League,2010-8-14
Aston Villa,23,ENG,1763.50170898,ENG-Premier League,2010-8-14
Fulham,35,ENG,1723.45556641,ENG-Premier League,2010-8-14
Blackburn,37,ENG,1698.73852539,ENG-Premier League,2010-8-14
Newcastle,40,ENG,1690.31530762,ENG-Premier League,2010-8-14
Stoke,52,ENG,1666.12438965,ENG-Premier League,2010-8-14
Sunderland,65,ENG,1645.02880859,ENG-Premier League,2010-8-14
Birmingham,66,ENG,1644.80273438,ENG-Premier League,2010-8-14
West Ham,68,ENG,1641.16674805,ENG-Premier League,2010-8-14
West Brom,72,ENG,1631.75268555,ENG-Premier League,2010-8-14
Bolton,74,ENG,1625.13024902,ENG-Premier League,2010-8-14
Wolves,85,ENG,1606.3828125,ENG-Premier League,2010-8-14
Wigan,89,ENG,1598.59960938,ENG-Premier League,2010-8-14
Blackpool,95,ENG,1551.8807373,ENG-Premier League,2010-8-14
Man United,2,ENG,1959.79724121,ENG-Premier League,2010-8-21
Chelsea,3,ENG,1952.73217773,ENG-Premier League,2010-8-21
Arsenal,7,ENG,1870.35241699,ENG-Premier League,2010-8-21
Liverpool,8,ENG,1847.9263916,ENG-Premier League,2010-8-21
Man City,16,ENG,1785.63513184,ENG-Premier League,2010-8-21
Tottenham,18,ENG,1779.42785645,ENG-Premier League,2010-8-21
Everton,21,ENG,1772.28393555,ENG-Premier League,2010-8-21
Aston Villa,22,ENG,1769.05541992,ENG-Premier League,2010-8-21
Fulham,35,ENG,1722.54418945,ENG-Premier League,2010-8-21
Blackburn,36,ENG,1706.24609375,ENG-Premier League,2010-8-21
Newcastle,42,ENG,1686.99475098,ENG-Premier League,2010-8-21
Stoke,56,ENG,1657.99023438,ENG-Premier League,2010-8-21
Birmingham,64,ENG,1646.67724609,ENG-Premier League,2010-8-21
Sunderland,67,ENG,1642.01464844,ENG-Premier League,2010-8-21
West Ham,70,ENG,1634.70825195,ENG-Premier League,2010-8-21
West Brom,73,ENG,1628.41210938,ENG-Premier League,2010-8-21
Bolton,74,ENG,1624.90209961,ENG-Premier League,2010-8-21
Wolves,85,ENG,1613.37731934,ENG-Premier League,2010-8-21
Wigan,90,ENG,1575.72253418,ENG-Premier League,2010-8-21
Blackpool,92,ENG,1573.61816406,ENG-Premier League,2010-8-21
Chelsea,2,ENG,1955.88330078,ENG-Premier League,2010-8-28
Man United,3,ENG,1953.80810547,ENG-Premier League,2010-8-28
Arsenal,7,ENG,1871.57202148,ENG-Premier League,2010-8-28
Liverpool,8,ENG,1835.50073242,ENG-Premier League,2010-8-28
Man City,13,ENG,1797.97045898,ENG-Premier League,2010-8-28
Tottenham,15,ENG,1794.45019531,ENG-Premier League,2010-8-28
Everton,22,ENG,1764.33374023,ENG-Premier League,2010-8-28
Aston Villa,34,ENG,1727.57519531,ENG-Premier League,2010-8-28
Fulham,35,ENG,1724.72473145,ENG-Premier League,2010-8-28
Newcastle,37,ENG,1704.86096191,ENG-Premier League,2010-8-28
Blackburn,40,ENG,1696.74084473,ENG-Premier League,2010-8-28
Birmingham,60,ENG,1652.37402344,ENG-Premier League,2010-8-28
Stoke,64,ENG,1648.9822998,ENG-Premier League,2010-8-28
Bolton,68,ENG,1637.53015137,ENG-Premier League,2010-8-28
Sunderland,70,ENG,1633.83776855,ENG-Premier League,2010-8-28
West Brom,73,ENG,1632.78063965,ENG-Premier League,2010-8-28
West Ham,80,ENG,1618.27160645,ENG-Premier League,2010-8-28
Wolves,81,ENG,1617.51904297,ENG-Premier League,2010-8-28
Wigan,94,ENG,1568.76306152,ENG-Premier League,2010-8-28
Blackpool,95,ENG,1568.58996582,ENG-Premier League,2010-8-28
Chelsea,2,ENG,1957.63769531,ENG-Premier League,2010-9-4
Man United,3,ENG,1955.58251953,ENG-Premier League,2010-9-4
Arsenal,7,ENG,1877.37609863,ENG-Premier League,2010-9-4
Liverpool,8,ENG,1837.70300293,ENG-Premier League,2010-9-4
Man City,15,ENG,1788.06323242,ENG-Premier League,2010-9-4
Tottenham,16,ENG,1779.53845215,ENG-Premier League,2010-9-4
Everton,24,ENG,1757.61083984,ENG-Premier League,2010-9-4
Aston Villa,33,ENG,1734.29797363,ENG-Premier League,2010-9-4
Fulham,35,ENG,1722.83728027,ENG-Premier League,2010-9-4
Newcastle,37,ENG,1704.93054199,ENG-Premier League,2010-9-4
Blackburn,45,ENG,1690.93688965,ENG-Premier League,2010-9-4
Birmingham,59,ENG,1654.50231934,ENG-Premier League,2010-9-4
Stoke,63,ENG,1647.22790527,ENG-Premier League,2010-9-4
Sunderland,66,ENG,1643.74499512,ENG-Premier League,2010-9-4
Bolton,72,ENG,1635.40185547,ENG-Premier League,2010-9-4
West Brom,73,ENG,1630.57836914,ENG-Premier League,2010-9-4
Wolves,80,ENG,1617.44946289,ENG-Premier League,2010-9-4
West Ham,81,ENG,1616.49719238,ENG-Premier League,2010-9-4
Wigan,91,ENG,1583.67480469,ENG-Premier League,2010-9-4
Blackpool,94,ENG,1570.47753906,ENG-Premier League,2010-9-4
Chelsea,2,ENG,1957.63769531,ENG-Premier League,2010-9-11
Man United,3,ENG,1955.58251953,ENG-Premier League,2010-9-11
Arsenal,7,ENG,1877.37609863,ENG-Premier League,2010-9-11
Liverpool,8,ENG,1837.70300293,ENG-Premier League,2010-9-11
Man City,15,ENG,1788.06323242,ENG-Premier League,2010-9-11
Tottenham,16,ENG,1779.53845215,ENG-Premier League,2010-9-11
Everton,23,ENG,1757.61083984,ENG-Premier League,2010-9-11
Aston Villa,33,ENG,1734.29797363,ENG-Premier League,2010-9-11
Fulham,35,ENG,1722.83728027,ENG-Premier League,2010-9-11
Newcastle,38,ENG,1704.93054199,ENG-Premier League,2010-9-11
Blackburn,45,ENG,1690.93688965,ENG-Premier League,2010-9-11
Birmingham,59,ENG,1654.50231934,ENG-Premier League,2010-9-11
Stoke,63,ENG,1647.22790527,ENG-Premier League,2010-9-11
Sunderland,66,ENG,1643.74499512,ENG-Premier League,2010-9-11
Bolton,72,ENG,1635.40185547,ENG-Premier League,2010-9-11
West Brom,73,ENG,1630.57836914,ENG-Premier League,2010-9-11
Wolves,80,ENG,1617.44946289,ENG-Premier League,2010-9-11
West Ham,81,ENG,1616.49719238,ENG-Premier League,2010-9-11
Wigan,91,ENG,1583.67480469,ENG-Premier League,2010-9-11
Blackpool,94,ENG,1570.47753906,ENG-Premier League,2010-9-11
Chelsea,2,ENG,1968.45922852,ENG-Premier League,2010-9-18
Man United,3,ENG,1948.58361816,ENG-Premier League,2010-9-18
Arsenal,6,ENG,1892.76940918,ENG-Premier League,2010-9-18
Liverpool,8,ENG,1841.7677002,ENG-Premier League,2010-9-18
Man City,11,ENG,1794.94470215,ENG-Premier League,2010-9-18
Tottenham,14,ENG,1785.85803223,ENG-Premier League,2010-9-18
Everton,19,ENG,1765.12207031,ENG-Premier League,2010-9-18
Fulham,30,ENG,1731.05090332,ENG-Premier League,2010-9-18
Aston Villa,32,ENG,1730.6854248,ENG-Premier League,2010-9-18
Blackburn,38,ENG,1700.41308594,ENG-Premier League,2010-9-18
Newcastle,39,ENG,1690.36694336,ENG-Premier League,2010-9-18
Birmingham,53,ENG,1661.63769531,ENG-Premier League,2010-9-18
Stoke,54,ENG,1659.90270996,ENG-Premier League,2010-9-18
Sunderland,63,ENG,1649.16931152,ENG-Premier League,2010-9-18
Bolton,73,ENG,1636.96411133,ENG-Premier League,2010-9-18
West Brom,74,ENG,1636.75708008,ENG-Premier League,2010-9-18
Wolves,81,ENG,1618.29797363,ENG-Premier League,2010-9-18
West Ham,82,ENG,1617.32885742,ENG-Premier League,2010-9-18
Blackpool,89,ENG,1594.10339355,ENG-Premier League,2010-9-18
Wigan,91,ENG,1587.31262207,ENG-Premier League,2010-9-18
Chelsea,2,ENG,1970.01123047,ENG-Premier League,2010-9-25
Man United,3,ENG,1952.2635498,ENG-Premier League,2010-9-25
Arsenal,6,ENG,1888.62194824,ENG-Premier League,2010-9-25
Liverpool,8,ENG,1838.08789062,ENG-Premier League,2010-9-25
Man City,10,ENG,1801.98925781,ENG-Premier League,2010-9-25
Tottenham,12,ENG,1789.62036133,ENG-Premier League,2010-9-25
Everton,22,ENG,1753.03259277,ENG-Premier League,2010-9-25
Fulham,29,ENG,1732.75048828,ENG-Premier League,2010-9-25
Aston Villa,30,ENG,1725.83496094,ENG-Premier League,2010-9-25
Newcastle,39,ENG,1702.4564209,ENG-Premier League,2010-9-25
Blackburn,40,ENG,1698.71350098,ENG-Premier League,2010-9-25
Stoke,57,ENG,1656.25524902,ENG-Premier League,2010-9-25
Sunderland,61,ENG,1653.31677246,ENG-Premier League,2010-9-25
Birmingham,62,ENG,1652.43261719,ENG-Premier League,2010-9-25
West Brom,66,ENG,1645.96228027,ENG-Premier League,2010-9-25
Bolton,71,ENG,1641.8145752,ENG-Premier League,2010-9-25
West Ham,77,ENG,1620.97619629,ENG-Premier League,2010-9-25
Wolves,82,ENG,1614.53564453,ENG-Premier League,2010-9-25
Blackpool,91,ENG,1592.5513916,ENG-Premier League,2010-9-25
Wigan,94,ENG,1580.26794434,ENG-Premier League,2010-9-25
Chelsea,2,ENG,1967.29980469,ENG-Premier League,2010-10-2
Man United,3,ENG,1957.15722656,ENG-Premier League,2010-10-2
Arsenal,6,ENG,1881.57897949,ENG-Premier League,2010-10-2
Liverpool,8,ENG,1830.25097656,ENG-Premier League,2010-10-2
Man City,10,ENG,1810.36938477,ENG-Premier League,2010-10-2
Tottenham,11,ENG,1790.78491211,ENG-Premier League,2010-10-2
Everton,21,ENG,1758.62890625,ENG-Premier League,2010-10-2
Aston Villa,29,ENG,1736.95495605,ENG-Premier League,2010-10-2
Fulham,30,ENG,1734.4765625,ENG-Premier League,2010-10-2
Blackburn,37,ENG,1709.79345703,ENG-Premier League,2010-10-2
Newcastle,41,ENG,1694.69433594,ENG-Premier League,2010-10-2
Stoke,50,ENG,1671.33959961,ENG-Premier League,2010-10-2
West Brom,52,ENG,1664.44262695,ENG-Premier League,2010-10-2
Sunderland,54,ENG,1663.54040527,ENG-Premier League,2010-10-2
Birmingham,63,ENG,1651.77612305,ENG-Premier League,2010-10-2
Bolton,64,ENG,1651.09741211,ENG-Premier League,2010-10-2
West Ham,74,ENG,1634.6776123,ENG-Premier League,2010-10-2
Wolves,82,ENG,1610.73791504,ENG-Premier League,2010-10-2
Blackpool,93,ENG,1588.79370117,ENG-Premier League,2010-10-2
Wigan,94,ENG,1588.24682617,ENG-Premier League,2010-10-2
Chelsea,2,ENG,1972.84460449,ENG-Premier League,2010-10-9
Man United,3,ENG,1951.86352539,ENG-Premier League,2010-10-9
Arsenal,6,ENG,1876.03417969,ENG-Premier League,2010-10-9
Liverpool,9,ENG,1815.2902832,ENG-Premier League,2010-10-9
Man City,10,ENG,1813.85388184,ENG-Premier League,2010-10-9
Tottenham,12,ENG,1795.53857422,ENG-Premier League,2010-10-9
Everton,20,ENG,1769.42883301,ENG-Premier League,2010-10-9
Fulham,30,ENG,1734.16259766,ENG-Premier League,2010-10-9
Aston Villa,32,ENG,1732.20129395,ENG-Premier League,2010-10-9
Blackburn,40,ENG,1702.87939453,ENG-Premier League,2010-10-9
Newcastle,42,ENG,1691.20983887,ENG-Premier League,2010-10-9
Stoke,45,ENG,1678.25378418,ENG-Premier League,2010-10-9
Sunderland,50,ENG,1668.83398438,ENG-Premier League,2010-10-9
West Brom,55,ENG,1661.58215332,ENG-Premier League,2010-10-9
Bolton,60,ENG,1653.95776367,ENG-Premier League,2010-10-9
Birmingham,69,ENG,1640.97619629,ENG-Premier League,2010-10-9
West Ham,74,ENG,1634.99157715,ENG-Premier League,2010-10-9
Blackpool,86,ENG,1603.75439453,ENG-Premier League,2010-10-9
Wolves,89,ENG,1601.55517578,ENG-Premier League,2010-10-9
Wigan,91,ENG,1597.42956543,ENG-Premier League,2010-10-9
Chelsea,2,ENG,1972.84460449,ENG-Premier League,2010-10-16
Man United,3,ENG,1951.86352539,ENG-Premier League,2010-10-16
Arsenal,6,ENG,1876.03417969,ENG-Premier League,2010-10-16
Liverpool,9,ENG,1815.2902832,ENG-Premier League,2010-10-16
Man City,10,ENG,1813.85388184,ENG-Premier League,2010-10-16
Tottenham,12,ENG,1795.53857422,ENG-Premier League,2010-10-16
Everton,20,ENG,1769.42883301,ENG-Premier League,2010-10-16
Fulham,30,ENG,1734.16259766,ENG-Premier League,2010-10-16
Aston Villa,32,ENG,1732.20129395,ENG-Premier League,2010-10-16
Blackburn,40,ENG,1702.87939453,ENG-Premier League,2010-10-16
Newcastle,42,ENG,1691.20983887,ENG-Premier League,2010-10-16
Stoke,45,ENG,1678.25378418,ENG-Premier League,2010-10-16
Sunderland,50,ENG,1668.83398438,ENG-Premier League,2010-10-16
West Brom,55,ENG,1661.58215332,ENG-Premier League,2010-10-16
Bolton,60,ENG,1653.95776367,ENG-Premier League,2010-10-16
Birmingham,69,ENG,1640.97619629,ENG-Premier League,2010-10-16
West Ham,74,ENG,1634.99157715,ENG-Premier League,2010-10-16
Blackpool,86,ENG,1603.75439453,ENG-Premier League,2010-10-16
Wolves,89,ENG,1601.55517578,ENG-Premier League,2010-10-16
Wigan,91,ENG,1597.42956543,ENG-Premier League,2010-10-16
Chelsea,2,ENG,1976.44177246,ENG-Premier League,2010-10-23
Man United,4,ENG,1948.53234863,ENG-Premier League,2010-10-23
Arsenal,6,ENG,1890.13793945,ENG-Premier League,2010-10-23
Man City,8,ENG,1823.4140625,ENG-Premier League,2010-10-23
Liverpool,10,ENG,1807.95495605,ENG-Premier League,2010-10-23
Tottenham,11,ENG,1804.13842773,ENG-Premier League,2010-10-23
Everton,16,ENG,1783.10412598,ENG-Premier League,2010-10-23
Aston Villa,29,ENG,1739.83215332,ENG-Premier League,2010-10-23
Fulham,31,ENG,1728.8013916,ENG-Premier League,2010-10-23
Blackburn,37,ENG,1703.08569336,ENG-Premier League,2010-10-23
Newcastle,43,ENG,1689.90515137,ENG-Premier League,2010-10-23
Sunderland,49,ENG,1675.54504395,ENG-Premier League,2010-10-23
Stoke,50,ENG,1675.08398438,ENG-Premier League,2010-10-23
West Brom,51,ENG,1672.98693848,ENG-Premier League,2010-10-23
Bolton,53,ENG,1664.04504395,ENG-Premier League,2010-10-23
Birmingham,65,ENG,1642.55786133,ENG-Premier League,2010-10-23
West Ham,67,ENG,1639.95935059,ENG-Premier League,2010-10-23
Wigan,83,ENG,1605.65161133,ENG-Premier League,2010-10-23
Wolves,89,ENG,1603.50476074,ENG-Premier League,2010-10-23
Blackpool,90,ENG,1602.4552002,ENG-Premier League,2010-10-23
Chelsea,2,ENG,1977.68371582,ENG-Premier League,2010-10-30
Man United,4,ENG,1952.20593262,ENG-Premier League,2010-10-30
Arsenal,6,ENG,1904.68481445,ENG-Premier League,2010-10-30
Liverpool,8,ENG,1811.8112793,ENG-Premier League,2010-10-30
Man City,9,ENG,1808.86706543,ENG-Premier League,2010-10-30
Tottenham,11,ENG,1801.3112793,ENG-Premier League,2010-10-30
Everton,16,ENG,1785.93127441,ENG-Premier League,2010-10-30
Aston Villa,31,ENG,1732.03955078,ENG-Premier League,2010-10-30
Fulham,32,ENG,1721.27270508,ENG-Premier League,2010-10-30
Blackburn,39,ENG,1699.22949219,ENG-Premier League,2010-10-30
Newcastle,41,ENG,1698.67883301,ENG-Premier League,2010-10-30
Sunderland,47,ENG,1683.33752441,ENG-Premier League,2010-10-30
West Brom,49,ENG,1680.515625,ENG-Premier League,2010-10-30
Stoke,51,ENG,1671.41040039,ENG-Premier League,2010-10-30
Bolton,55,ENG,1664.66442871,ENG-Premier League,2010-10-30
Birmingham,62,ENG,1649.80615234,ENG-Premier League,2010-10-30
West Ham,71,ENG,1631.18579102,ENG-Premier League,2010-10-30
Wigan,85,ENG,1605.03222656,ENG-Premier League,2010-10-30
Wolves,86,ENG,1602.26281738,ENG-Premier League,2010-10-30
Blackpool,92,ENG,1595.20690918,ENG-Premier League,2010-10-30
Chelsea,2,ENG,1981.84155273,ENG-Premier League,2010-11-6
Man United,3,ENG,1960.16564941,ENG-Premier League,2010-11-6
Arsenal,5,ENG,1896.25732422,ENG-Premier League,2010-11-6
Liverpool,8,ENG,1821.49645996,ENG-Premier League,2010-11-6
Tottenham,11,ENG,1807.89318848,ENG-Premier League,2010-11-6
Everton,14,ENG,1788.28356934,ENG-Premier League,2010-11-6
Man City,15,ENG,1776.33068848,ENG-Premier League,2010-11-6
Aston Villa,32,ENG,1726.33654785,ENG-Premier League,2010-11-6
Fulham,33,ENG,1725.11120605,ENG-Premier League,2010-11-6
Newcastle,36,ENG,1708.90209961,ENG-Premier League,2010-11-6
Blackburn,39,ENG,1694.38977051,ENG-Premier League,2010-11-6
West Brom,49,ENG,1671.20373535,ENG-Premier League,2010-11-6
Sunderland,50,ENG,1670.41906738,ENG-Premier League,2010-11-6
Stoke,53,ENG,1666.36279297,ENG-Premier League,2010-11-6
Bolton,55,ENG,1656.94836426,ENG-Premier League,2010-11-6
Birmingham,57,ENG,1652.81396484,ENG-Premier League,2010-11-6
West Ham,71,ENG,1628.32519531,ENG-Premier League,2010-11-6
Wolves,79,ENG,1612.18847656,ENG-Premier League,2010-11-6
Blackpool,86,ENG,1601.8236084,ENG-Premier League,2010-11-6
Wigan,88,ENG,1598.49853516,ENG-Premier League,2010-11-6
Chelsea,2,ENG,1969.35778809,ENG-Premier League,2010-11-13
Man United,3,ENG,1958.46081543,ENG-Premier League,2010-11-13
Arsenal,5,ENG,1887.1862793,ENG-Premier League,2010-11-13
Liverpool,8,ENG,1831.47424316,ENG-Premier League,2010-11-13
Man City,12,ENG,1789.31896973,ENG-Premier League,2010-11-13
Tottenham,13,ENG,1788.99609375,ENG-Premier League,2010-11-13
Everton,15,ENG,1780.3112793,ENG-Premier League,2010-11-13
Aston Villa,29,ENG,1732.05078125,ENG-Premier League,2010-11-13
Fulham,32,ENG,1720.96533203,ENG-Premier League,2010-11-13
Newcastle,35,ENG,1712.43688965,ENG-Premier League,2010-11-13
Blackburn,37,ENG,1708.88928223,ENG-Premier League,2010-11-13
Sunderland,44,ENG,1684.13439941,ENG-Premier League,2010-11-13
Bolton,48,ENG,1675.7833252,ENG-Premier League,2010-11-13
Stoke,53,ENG,1663.82128906,ENG-Premier League,2010-11-13
West Brom,56,ENG,1662.3067627,ENG-Premier League,2010-11-13
Birmingham,60,ENG,1643.78283691,ENG-Premier League,2010-11-13
West Ham,72,ENG,1629.90649414,ENG-Premier League,2010-11-13
Wolves,82,ENG,1606.19067383,ENG-Premier League,2010-11-13
Blackpool,85,ENG,1601.31091309,ENG-Premier League,2010-11-13
Wigan,87,ENG,1598.90722656,ENG-Premier League,2010-11-13
Man United,2,ENG,1954.34057617,ENG-Premier League,2010-11-20
Chelsea,4,ENG,1942.69482422,ENG-Premier League,2010-11-20
Arsenal,5,ENG,1894.24145508,ENG-Premier League,2010-11-20
Liverpool,9,ENG,1816.42749023,ENG-Premier League,2010-11-20
Tottenham,12,ENG,1795.31201172,ENG-Premier League,2010-11-20
Man City,16,ENG,1783.72119141,ENG-Premier League,2010-11-20
Everton,17,ENG,1773.25598145,ENG-Premier League,2010-11-20
Aston Villa,28,ENG,1736.17102051,ENG-Premier League,2010-11-20
Fulham,32,ENG,1722.8338623,ENG-Premier League,2010-11-20
Sunderland,33,ENG,1710.79748535,ENG-Premier League,2010-11-20
Newcastle,34,ENG,1710.56848145,ENG-Premier League,2010-11-20
Blackburn,37,ENG,1702.57336426,ENG-Premier League,2010-11-20
Bolton,45,ENG,1684.06567383,ENG-Premier League,2010-11-20
Stoke,49,ENG,1678.86804199,ENG-Premier League,2010-11-20
West Brom,57,ENG,1654.50878906,ENG-Premier League,2010-11-20
Birmingham,59,ENG,1649.38049316,ENG-Premier League,2010-11-20
West Ham,73,ENG,1627.03076172,ENG-Premier League,2010-11-20
Wigan,82,ENG,1606.7052002,ENG-Premier League,2010-11-20
Blackpool,83,ENG,1604.18676758,ENG-Premier League,2010-11-20
Wolves,87,ENG,1597.9083252,ENG-Premier League,2010-11-20
Man United,3,ENG,1956.99121094,ENG-Premier League,2010-11-27
Chelsea,4,ENG,1928.13964844,ENG-Premier League,2010-11-27
Arsenal,6,ENG,1865.09619141,ENG-Premier League,2010-11-27
Liverpool,9,ENG,1819.4675293,ENG-Premier League,2010-11-27
Tottenham,10,ENG,1813.17004395,ENG-Premier League,2010-11-27
Man City,14,ENG,1797.11413574,ENG-Premier League,2010-11-27
Everton,18,ENG,1772.05065918,ENG-Premier League,2010-11-27
Aston Villa,30,ENG,1724.62219238,ENG-Premier League,2010-11-27
Blackburn,35,ENG,1711.06738281,ENG-Premier League,2010-11-27
Sunderland,36,ENG,1708.94799805,ENG-Premier League,2010-11-27
Fulham,38,ENG,1706.38623047,ENG-Premier League,2010-11-27
Bolton,42,ENG,1696.29345703,ENG-Premier League,2010-11-27
Newcastle,44,ENG,1695.28588867,ENG-Premier League,2010-11-27
Stoke,45,ENG,1693.38134766,ENG-Premier League,2010-11-27
Birmingham,53,ENG,1661.45654297,ENG-Premier League,2010-11-27
West Brom,65,ENG,1636.9407959,ENG-Premier League,2010-11-27
West Ham,76,ENG,1620.93591309,ENG-Premier League,2010-11-27
Blackpool,80,ENG,1608.74182129,ENG-Premier League,2010-11-27
Wigan,84,ENG,1603.64416504,ENG-Premier League,2010-11-27
Wolves,91,ENG,1590.29846191,ENG-Premier League,2010-11-27
Man United,2,ENG,1961.02099609,ENG-Premier League,2010-12-4
Chelsea,4,ENG,1923.14099121,ENG-Premier League,2010-12-4
Arsenal,5,ENG,1873.19714355,ENG-Premier League,2010-12-4
Tottenham,9,ENG,1818.9119873,ENG-Premier League,2010-12-4
Liverpool,11,ENG,1806.70629883,ENG-Premier League,2010-12-4
Man City,13,ENG,1798.88977051,ENG-Premier League,2010-12-4
Everton,20,ENG,1748.72644043,ENG-Premier League,2010-12-4
Aston Villa,32,ENG,1715.14489746,ENG-Premier League,2010-12-4
Blackburn,34,ENG,1705.66137695,ENG-Premier League,2010-12-4
Fulham,38,ENG,1702.43200684,ENG-Premier League,2010-12-4
Newcastle,39,ENG,1698.90820312,ENG-Premier League,2010-12-4
Sunderland,40,ENG,1698.9029541,ENG-Premier League,2010-12-4
Stoke,43,ENG,1693.57946777,ENG-Premier League,2010-12-4
Bolton,44,ENG,1691.29064941,ENG-Premier League,2010-12-4
Birmingham,53,ENG,1664.03442383,ENG-Premier League,2010-12-4
West Brom,56,ENG,1658.88867188,ENG-Premier League,2010-12-4
West Ham,71,ENG,1628.56774902,ENG-Premier League,2010-12-4
Blackpool,81,ENG,1612.36828613,ENG-Premier League,2010-12-4
Wolves,84,ENG,1598.96728516,ENG-Premier League,2010-12-4
Wigan,88,ENG,1594.63598633,ENG-Premier League,2010-12-4
Man United,3,ENG,1950.46142578,ENG-Premier League,2010-12-11
Chelsea,4,ENG,1903.98974609,ENG-Premier League,2010-12-11
Arsenal,5,ENG,1873.10571289,ENG-Premier League,2010-12-11
Tottenham,9,ENG,1811.84790039,ENG-Premier League,2010-12-11
Liverpool,10,ENG,1809.73779297,ENG-Premier League,2010-12-11
Man City,13,ENG,1798.43371582,ENG-Premier League,2010-12-11
Everton,21,ENG,1750.61828613,ENG-Premier League,2010-12-11
Blackburn,33,ENG,1708.11804199,ENG-Premier League,2010-12-11
Aston Villa,36,ENG,1703.59155273,ENG-Premier League,2010-12-11
Sunderland,39,ENG,1699.31860352,ENG-Premier League,2010-12-11
Fulham,41,ENG,1695.35888672,ENG-Premier League,2010-12-11
Stoke,42,ENG,1688.62561035,ENG-Premier League,2010-12-11
Newcastle,45,ENG,1684.66772461,ENG-Premier League,2010-12-11
Bolton,46,ENG,1683.22485352,ENG-Premier League,2010-12-11
West Brom,54,ENG,1664.60742188,ENG-Premier League,2010-12-11
Birmingham,55,ENG,1662.03759766,ENG-Premier League,2010-12-11
West Ham,76,ENG,1619.63024902,ENG-Premier League,2010-12-11
Blackpool,80,ENG,1608.10742188,ENG-Premier League,2010-12-11
Wigan,89,ENG,1591.06799316,ENG-Premier League,2010-12-11
Wolves,92,ENG,1587.98864746,ENG-Premier League,2010-12-11
Man United,3,ENG,1952.63500977,ENG-Premier League,2010-12-18
Chelsea,4,ENG,1901.30712891,ENG-Premier League,2010-12-18
Arsenal,6,ENG,1866.48193359,ENG-Premier League,2010-12-18
Tottenham,8,ENG,1810.08032227,ENG-Premier League,2010-12-18
Man City,12,ENG,1803.84643555,ENG-Premier League,2010-12-18
Liverpool,15,ENG,1786.76000977,ENG-Premier League,2010-12-18
Everton,22,ENG,1742.49987793,ENG-Premier League,2010-12-18
Aston Villa,36,ENG,1706.58483887,ENG-Premier League,2010-12-18
Blackburn,39,ENG,1699.16479492,ENG-Premier League,2010-12-18
Sunderland,40,ENG,1699.12512207,ENG-Premier League,2010-12-18
Newcastle,41,ENG,1695.78820801,ENG-Premier League,2010-12-18
Fulham,43,ENG,1691.10217285,ENG-Premier League,2010-12-18
Bolton,44,ENG,1687.72802734,ENG-Premier League,2010-12-18
Stoke,50,ENG,1674.62890625,ENG-Premier League,2010-12-18
West Brom,53,ENG,1657.1640625,ENG-Premier League,2010-12-18
Birmingham,57,ENG,1651.62805176,ENG-Premier League,2010-12-18
Blackpool,76,ENG,1617.65393066,ENG-Premier League,2010-12-18
West Ham,80,ENG,1609.74511719,ENG-Premier League,2010-12-18
Wigan,85,ENG,1594.73632812,ENG-Premier League,2010-12-18
Wolves,86,ENG,1593.94812012,ENG-Premier League,2010-12-18
Man United,3,ENG,1952.63500977,ENG-Premier League,2010-12-25
Chelsea,4,ENG,1901.30712891,ENG-Premier League,2010-12-25
Arsenal,6,ENG,1866.48193359,ENG-Premier League,2010-12-25
Tottenham,8,ENG,1810.08032227,ENG-Premier League,2010-12-25
Man City,13,ENG,1792.3013916,ENG-Premier League,2010-12-25
Liverpool,15,ENG,1786.76000977,ENG-Premier League,2010-12-25
