team,rank,country,elo,league,week
Bayern,6,GER,1895.94494629,GER-Bundesliga,2010-8-7
Werder,11,GER,1818.78234863,GER-Bundesliga,2010-8-7
Stuttgart,16,GER,1785.8762207,GER-Bundesliga,2010-8-7
Schalke,21,GER,1780.86425781,GER-Bundesliga,2010-8-7
Dortmund,25,GER,1752.02587891,GER-Bundesliga,2010-8-7
Wolfsburg,26,GER,1750.16003418,GER-Bundesliga,2010-8-7
Leverkusen,27,GER,1748.48376465,GER-Bundesliga,2010-8-7
Hamburg,32,GER,1740.91699219,GER-Bundesliga,2010-8-7
Hoffenheim,51,GER,1668.71252441,GER-Bundesliga,2010-8-7
Mainz,59,GER,1650.04492188,GER-Bundesliga,2010-8-7
Frankfurt,70,GER,1637.51635742,GER-Bundesliga,2010-8-7
Koeln,79,GER,1619.17053223,GER-Bundesliga,2010-8-7
Nuernberg,80,GER,1618.22705078,GER-Bundesliga,2010-8-7
Hannover,83,GER,1612.81884766,GER-Bundesliga,2010-8-7
Gladbach,84,GER,1610.14147949,GER-Bundesliga,2010-8-7
Freiburg,87,GER,1603.06738281,GER-Bundesliga,2010-8-7
Lautern,90,GER,1576.78222656,GER-Bundesliga,2010-8-7
St Pauli,93,GER,1567.82409668,GER-Bundesliga,2010-8-7
Bayern,6,GER,1895.94494629,GER-Bundesliga,2010-8-14
Werder,10,GER,1818.78234863,GER-Bundesliga,2010-8-14
Stuttgart,16,GER,1785.8762207,GER-Bundesliga,2010-8-14
Schalke,21,GER,1780.86425781,GER-Bundesliga,2010-8-14
Dortmund,24,GER,1752.02587891,GER-Bundesliga,2010-8-14
Wolfsburg,25,GER,1750.16003418,GER-Bundesliga,2010-8-14
Leverkusen,26,GER,1748.48376465,GER-Bundesliga,2010-8-14
Hamburg,32,GER,1740.91699219,GER-Bundesliga,2010-8-14
Hoffenheim,51,GER,1668.71252441,GER-Bundesliga,2010-8-14
Mainz,62,GER,1650.04492188,GER-Bundesliga,2010-8-14
Frankfurt,70,GER,1637.51635742,GER-Bundesliga,2010-8-14
Koeln,77,GER,1619.17053223,GER-Bundesliga,2010-8-14
Nuernberg,78,GER,1618.22705078,GER-Bundesliga,2010-8-14
Hannover,83,GER,1612.81884766,GER-Bundesliga,2010-8-14
Gladbach,84,GER,1610.14147949,GER-Bundesliga,2010-8-14
Freiburg,86,GER,1603.06738281,GER-Bundesliga,2010-8-14
Lautern,90,GER,1576.78222656,GER-Bundesliga,2010-8-14
St Pauli,94,GER,1567.82409668,GER-Bundesliga,2010-8-14
Bayern,6,GER,1902.75366211,GER-Bundesliga,2010-8-21
Werder,9,GER,1829.0970459,GER-Bundesliga,2010-8-21
Stuttgart,13,GER,1789.9375,GER-Bundesliga,2010-8-21
Schalke,17,GER,1784.47595215,GER-Bundesliga,2010-8-21
Dortmund,24,GER,1756.17004395,GER-Bundesliga,2010-8-21
Leverkusen,25,GER,1755.28198242,GER-Bundesliga,2010-8-21
Wolfsburg,26,GER,1750.57470703,GER-Bundesliga,2010-8-21
Hamburg,30,GER,1744.52868652,GER-Bundesliga,2010-8-21
Hoffenheim,47,GER,1672.32421875,GER-Bundesliga,2010-8-21
Mainz,60,GER,1653.65661621,GER-Bundesliga,2010-8-21
Frankfurt,68,GER,1641.12805176,GER-Bundesliga,2010-8-21
Koeln,75,GER,1622.78222656,GER-Bundesliga,2010-8-21
Nuernberg,77,GER,1621.83886719,GER-Bundesliga,2010-8-21
Hannover,80,GER,1616.43054199,GER-Bundesliga,2010-8-21
Gladbach,84,GER,1613.75317383,GER-Bundesliga,2010-8-21
Freiburg,87,GER,1606.67907715,GER-Bundesliga,2010-8-21
Lautern,89,GER,1580.3939209,GER-Bundesliga,2010-8-21
St Pauli,93,GER,1571.43579102,GER-Bundesliga,2010-8-21
Bayern,6,GER,1883.7890625,GER-Bundesliga,2010-8-28
Werder,10,GER,1812.72021484,GER-Bundesliga,2010-8-28
Schalke,18,GER,1777.64160156,GER-Bundesliga,2010-8-28
Stuttgart,19,GER,1776.890625,GER-Bundesliga,2010-8-28
Leverkusen,20,GER,1770.73852539,GER-Bundesliga,2010-8-28
Hamburg,24,GER,1752.59448242,GER-Bundesliga,2010-8-28
Wolfsburg,26,GER,1751.19030762,GER-Bundesliga,2010-8-28
Dortmund,30,GER,1742.98266602,GER-Bundesliga,2010-8-28
Hoffenheim,42,GER,1690.44555664,GER-Bundesliga,2010-8-28
Mainz,53,GER,1668.25634766,GER-Bundesliga,2010-8-28
Frankfurt,69,GER,1634.99255371,GER-Bundesliga,2010-8-28
Nuernberg,76,GER,1624.15148926,GER-Bundesliga,2010-8-28
Hannover,77,GER,1623.79736328,GER-Bundesliga,2010-8-28
Lautern,84,GER,1615.93383789,GER-Bundesliga,2010-8-28
Gladbach,86,GER,1612.671875,GER-Bundesliga,2010-8-28
Koeln,88,GER,1608.05395508,GER-Bundesliga,2010-8-28
Freiburg,89,GER,1592.55871582,GER-Bundesliga,2010-8-28
St Pauli,90,GER,1586.78759766,GER-Bundesliga,2010-8-28
Bayern,6,GER,1883.7890625,GER-Bundesliga,2010-9-4
Werder,10,GER,1816.04455566,GER-Bundesliga,2010-9-4
Schalke,20,GER,1764.05395508,GER-Bundesliga,2010-9-4
Stuttgart,21,GER,1762.23071289,GER-Bundesliga,2010-9-4
Hamburg,22,GER,1762.04919434,GER-Bundesliga,2010-9-4
Dortmund,23,GER,1757.64257812,GER-Bundesliga,2010-9-4
Leverkusen,26,GER,1747.2421875,GER-Bundesliga,2010-9-4
Wolfsburg,29,GER,1739.67016602,GER-Bundesliga,2010-9-4
Hoffenheim,41,GER,1697.3918457,GER-Bundesliga,2010-9-4
Mainz,50,GER,1679.77648926,GER-Bundesliga,2010-9-4
Hannover,70,GER,1637.38500977,GER-Bundesliga,2010-9-4
Gladbach,71,GER,1636.16809082,GER-Bundesliga,2010-9-4
Frankfurt,76,GER,1625.53796387,GER-Bundesliga,2010-9-4
Lautern,82,GER,1615.93383789,GER-Bundesliga,2010-9-4
Nuernberg,83,GER,1613.60388184,GER-Bundesliga,2010-9-4
Koeln,87,GER,1604.72961426,GER-Bundesliga,2010-9-4
Freiburg,89,GER,1603.10632324,GER-Bundesliga,2010-9-4
St Pauli,92,GER,1579.84130859,GER-Bundesliga,2010-9-4
Bayern,6,GER,1883.7890625,GER-Bundesliga,2010-9-11
Werder,10,GER,1816.04455566,GER-Bundesliga,2010-9-11
Stuttgart,20,GER,1762.23071289,GER-Bundesliga,2010-9-11
Hamburg,21,GER,1762.04919434,GER-Bundesliga,2010-9-11
Dortmund,22,GER,1757.64257812,GER-Bundesliga,2010-9-11
Schalke,24,GER,1752.40246582,GER-Bundesliga,2010-9-11
Leverkusen,26,GER,1747.2421875,GER-Bundesliga,2010-9-11
Wolfsburg,29,GER,1739.67016602,GER-Bundesliga,2010-9-11
Hoffenheim,36,GER,1709.04333496,GER-Bundesliga,2010-9-11
Mainz,50,GER,1679.77648926,GER-Bundesliga,2010-9-11
Hannover,70,GER,1637.38500977,GER-Bundesliga,2010-9-11
Gladbach,71,GER,1636.16809082,GER-Bundesliga,2010-9-11
Frankfurt,76,GER,1625.53796387,GER-Bundesliga,2010-9-11
Lautern,82,GER,1615.93383789,GER-Bundesliga,2010-9-11
Nuernberg,83,GER,1613.60388184,GER-Bundesliga,2010-9-11
Koeln,87,GER,1604.72961426,GER-Bundesliga,2010-9-11
Freiburg,89,GER,1603.10632324,GER-Bundesliga,2010-9-11
St Pauli,92,GER,1579.84130859,GER-Bundesliga,2010-9-11
Bayern,7,GER,1889.57421875,GER-Bundesliga,2010-9-18
Werder,9,GER,1819.69677734,GER-Bundesliga,2010-9-18
Dortmund,17,GER,1773.20410156,GER-Bundesliga,2010-9-18
Hamburg,20,GER,1760.01843262,GER-Bundesliga,2010-9-18
Stuttgart,21,GER,1759.43884277,GER-Bundesliga,2010-9-18
Leverkusen,22,GER,1754.5847168,GER-Bundesliga,2010-9-18
Schalke,23,GER,1750.7088623,GER-Bundesliga,2010-9-18
Wolfsburg,28,GER,1734.81640625,GER-Bundesliga,2010-9-18
Hoffenheim,36,GER,1712.48535156,GER-Bundesliga,2010-9-18
Mainz,40,GER,1688.23815918,GER-Bundesliga,2010-9-18
Hannover,69,GER,1642.10949707,GER-Bundesliga,2010-9-18
Frankfurt,72,GER,1638.70532227,GER-Bundesliga,2010-9-18
Freiburg,76,GER,1627.15332031,GER-Bundesliga,2010-9-18
Nuernberg,77,GER,1622.51867676,GER-Bundesliga,2010-9-18
Gladbach,80,GER,1619.67553711,GER-Bundesliga,2010-9-18
Lautern,83,GER,1614.35620117,GER-Bundesliga,2010-9-18
Koeln,84,GER,1613.984375,GER-Bundesliga,2010-9-18
St Pauli,93,GER,1577.47058105,GER-Bundesliga,2010-9-18
Bayern,7,GER,1887.34741211,GER-Bundesliga,2010-9-25
Dortmund,11,GER,1792.75073242,GER-Bundesliga,2010-9-25
Werder,13,GER,1783.88500977,GER-Bundesliga,2010-9-25
Stuttgart,19,GER,1758.41748047,GER-Bundesliga,2010-9-25
Wolfsburg,20,GER,1754.68078613,GER-Bundesliga,2010-9-25
Leverkusen,21,GER,1753.28796387,GER-Bundesliga,2010-9-25
Schalke,24,GER,1744.6394043,GER-Bundesliga,2010-9-25
Hamburg,25,GER,1742.78491211,GER-Bundesliga,2010-9-25
Mainz,36,GER,1712.83642578,GER-Bundesliga,2010-9-25
Hoffenheim,38,GER,1705.53344727,GER-Bundesliga,2010-9-25
Hannover,59,GER,1654.09069824,GER-Bundesliga,2010-9-25
Nuernberg,72,GER,1637.66308594,GER-Bundesliga,2010-9-25
Frankfurt,73,GER,1634.86853027,GER-Bundesliga,2010-9-25
Freiburg,78,GER,1620.24475098,GER-Bundesliga,2010-9-25
Koeln,80,GER,1615.53735352,GER-Bundesliga,2010-9-25
Lautern,85,GER,1608.75549316,GER-Bundesliga,2010-9-25
Gladbach,88,GER,1600.64953613,GER-Bundesliga,2010-9-25
St Pauli,92,GER,1590.76635742,GER-Bundesliga,2010-9-25
Bayern,7,GER,1878.24621582,GER-Bundesliga,2010-10-2
Dortmund,12,GER,1788.62023926,GER-Bundesliga,2010-10-2
Werder,14,GER,1783.2286377,GER-Bundesliga,2010-10-2
Leverkusen,18,GER,1772.57592773,GER-Bundesliga,2010-10-2
Wolfsburg,20,GER,1758.92883301,GER-Bundesliga,2010-10-2
Schalke,22,GER,1750.2701416,GER-Bundesliga,2010-10-2
Stuttgart,23,GER,1746.99206543,GER-Bundesliga,2010-10-2
Hamburg,27,GER,1738.28686523,GER-Bundesliga,2010-10-2
Mainz,32,GER,1727.55981445,GER-Bundesliga,2010-10-2
Hoffenheim,38,GER,1706.33349609,GER-Bundesliga,2010-10-2
Hannover,62,GER,1652.3046875,GER-Bundesliga,2010-10-2
Frankfurt,69,GER,1644.8918457,GER-Bundesliga,2010-10-2
Nuernberg,75,GER,1629.23999023,GER-Bundesliga,2010-10-2
Freiburg,79,GER,1617.59692383,GER-Bundesliga,2010-10-2
Koeln,81,GER,1616.33740234,GER-Bundesliga,2010-10-2
Gladbach,84,GER,1606.85864258,GER-Bundesliga,2010-10-2
Lautern,88,GER,1601.11962891,GER-Bundesliga,2010-10-2
St Pauli,89,GER,1596.14831543,GER-Bundesliga,2010-10-2
Bayern,7,GER,1866.02832031,GER-Bundesliga,2010-10-9
Dortmund,11,GER,1800.83813477,GER-Bundesliga,2010-10-9
Werder,14,GER,1784.76660156,GER-Bundesliga,2010-10-9
Leverkusen,19,GER,1771.03796387,GER-Bundesliga,2010-10-9
Wolfsburg,21,GER,1756.44506836,GER-Bundesliga,2010-10-9
Hamburg,25,GER,1741.77172852,GER-Bundesliga,2010-10-9
Schalke,26,GER,1740.57067871,GER-Bundesliga,2010-10-9
Mainz,28,GER,1736.05883789,GER-Bundesliga,2010-10-9
Stuttgart,29,GER,1734.95202637,GER-Bundesliga,2010-10-9
Hoffenheim,41,GER,1697.83459473,GER-Bundesliga,2010-10-9
Frankfurt,58,GER,1656.93188477,GER-Bundesliga,2010-10-9
Hannover,61,GER,1652.3046875,GER-Bundesliga,2010-10-9
Nuernberg,72,GER,1638.93945312,GER-Bundesliga,2010-10-9
Freiburg,77,GER,1624.11645508,GER-Bundesliga,2010-10-9
Koeln,82,GER,1609.81787109,GER-Bundesliga,2010-10-9
Gladbach,83,GER,1609.34240723,GER-Bundesliga,2010-10-9
Lautern,90,GER,1597.6348877,GER-Bundesliga,2010-10-9
St Pauli,92,GER,1596.14831543,GER-Bundesliga,2010-10-9
Bayern,7,GER,1866.02832031,GER-Bundesliga,2010-10-16
Dortmund,11,GER,1805.7298584,GER-Bundesliga,2010-10-16
Werder,14,GER,1784.76660156,GER-Bundesliga,2010-10-16
Leverkusen,19,GER,1771.03796387,GER-Bundesliga,2010-10-16
Wolfsburg,21,GER,1756.44506836,GER-Bundesliga,2010-10-16
Hamburg,25,GER,1741.77172852,GER-Bundesliga,2010-10-16
Schalke,26,GER,1740.57067871,GER-Bundesliga,2010-10-16
Mainz,28,GER,1736.05883789,GER-Bundesliga,2010-10-16
Stuttgart,29,GER,1734.95202637,GER-Bundesliga,2010-10-16
Hoffenheim,41,GER,1697.83459473,GER-Bundesliga,2010-10-16
Frankfurt,58,GER,1656.93188477,GER-Bundesliga,2010-10-16
Hannover,61,GER,1652.3046875,GER-Bundesliga,2010-10-16
Nuernberg,72,GER,1638.93945312,GER-Bundesliga,2010-10-16
Freiburg,77,GER,1624.11645508,GER-Bundesliga,2010-10-16
Gladbach,82,GER,1609.34240723,GER-Bundesliga,2010-10-16
Koeln,84,GER,1604.92626953,GER-Bundesliga,2010-10-16
Lautern,90,GER,1597.6348877,GER-Bundesliga,2010-10-16
St Pauli,92,GER,1596.14831543,GER-Bundesliga,2010-10-16
Bayern,7,GER,1869.09655762,GER-Bundesliga,2010-10-23
Dortmund,13,GER,1800.31945801,GER-Bundesliga,2010-10-23
Werder,14,GER,1787.82885742,GER-Bundesliga,2010-10-23
Leverkusen,17,GER,1775.09509277,GER-Bundesliga,2010-10-23
Hamburg,21,GER,1753.0769043,GER-Bundesliga,2010-10-23
Wolfsburg,23,GER,1747.30725098,GER-Bundesliga,2010-10-23
Schalke,27,GER,1742.75170898,GER-Bundesliga,2010-10-23
Stuttgart,28,GER,1742.15722656,GER-Bundesliga,2010-10-23
Mainz,32,GER,1726.28015137,GER-Bundesliga,2010-10-23
Hoffenheim,38,GER,1702.24414062,GER-Bundesliga,2010-10-23
Frankfurt,52,GER,1671.09753418,GER-Bundesliga,2010-10-23
Hannover,62,GER,1648.33166504,GER-Bundesliga,2010-10-23
Nuernberg,72,GER,1631.40661621,GER-Bundesliga,2010-10-23
Freiburg,77,GER,1621.08703613,GER-Bundesliga,2010-10-23
Koeln,85,GER,1604.8972168,GER-Bundesliga,2010-10-23
Gladbach,86,GER,1604.87487793,GER-Bundesliga,2010-10-23
St Pauli,88,GER,1603.62304688,GER-Bundesliga,2010-10-23
Lautern,93,GER,1583.41113281,GER-Bundesliga,2010-10-23
Bayern,7,GER,1871.91101074,GER-Bundesliga,2010-10-30
Werder,13,GER,1796.10461426,GER-Bundesliga,2010-10-30
Dortmund,14,GER,1795.92687988,GER-Bundesliga,2010-10-30
Leverkusen,18,GER,1764.23400879,GER-Bundesliga,2010-10-30
Hamburg,20,GER,1753.0769043,GER-Bundesliga,2010-10-30
Stuttgart,24,GER,1746.89758301,GER-Bundesliga,2010-10-30
Schalke,25,GER,1742.57739258,GER-Bundesliga,2010-10-30
Wolfsburg,28,GER,1738.05297852,GER-Bundesliga,2010-10-30
Mainz,30,GER,1737.14123535,GER-Bundesliga,2010-10-30
Hoffenheim,37,GER,1706.63671875,GER-Bundesliga,2010-10-30
Frankfurt,52,GER,1671.27172852,GER-Bundesliga,2010-10-30
Hannover,59,GER,1653.6998291,GER-Bundesliga,2010-10-30
Nuernberg,67,GER,1640.66088867,GER-Bundesliga,2010-10-30
Freiburg,75,GER,1623.82861328,GER-Bundesliga,2010-10-30
Koeln,87,GER,1599.52905273,GER-Bundesliga,2010-10-30
St Pauli,88,GER,1598.88269043,GER-Bundesliga,2010-10-30
Gladbach,90,GER,1596.59912109,GER-Bundesliga,2010-10-30
Lautern,94,GER,1577.85522461,GER-Bundesliga,2010-10-30
Bayern,7,GER,1877.3795166,GER-Bundesliga,2010-11-6
Dortmund,10,GER,1808.12194824,GER-Bundesliga,2010-11-6
Leverkusen,16,GER,1776.17175293,GER-Bundesliga,2010-11-6
Werder,17,GER,1767.4140625,GER-Bundesliga,2010-11-6
Stuttgart,19,GER,1755.53295898,GER-Bundesliga,2010-11-6
Wolfsburg,21,GER,1748.3215332,GER-Bundesliga,2010-11-6
Hamburg,25,GER,1743.93444824,GER-Bundesliga,2010-11-6
Schalke,27,GER,1738.86193848,GER-Bundesliga,2010-11-6
Mainz,31,GER,1726.53991699,GER-Bundesliga,2010-11-6
Hoffenheim,34,GER,1717.88903809,GER-Bundesliga,2010-11-6
Frankfurt,44,GER,1683.27294922,GER-Bundesliga,2010-11-6
Nuernberg,56,GER,1655.16699219,GER-Bundesliga,2010-11-6
Hannover,63,GER,1644.75805664,GER-Bundesliga,2010-11-6
Freiburg,72,GER,1624.98388672,GER-Bundesliga,2010-11-6
Koeln,81,GER,1610.98217773,GER-Bundesliga,2010-11-6
Lautern,91,GER,1590.78417969,GER-Bundesliga,2010-11-6
Gladbach,93,GER,1585.98071289,GER-Bundesliga,2010-11-6
St Pauli,94,GER,1583.34448242,GER-Bundesliga,2010-11-6
Bayern,7,GER,1871.68054199,GER-Bundesliga,2010-11-13
Dortmund,9,GER,1825.87475586,GER-Bundesliga,2010-11-13
Leverkusen,16,GER,1779.88598633,GER-Bundesliga,2010-11-13
Stuttgart,18,GER,1771.20483398,GER-Bundesliga,2010-11-13
Werder,22,GER,1751.7421875,GER-Bundesliga,2010-11-13
Hamburg,23,GER,1742.9954834,GER-Bundesliga,2010-11-13
Schalke,25,GER,1738.86193848,GER-Bundesliga,2010-11-13
Wolfsburg,27,GER,1737.25085449,GER-Bundesliga,2010-11-13
Mainz,33,GER,1717.55371094,GER-Bundesliga,2010-11-13
Hoffenheim,36,GER,1712.14306641,GER-Bundesliga,2010-11-13
Frankfurt,40,GER,1694.34350586,GER-Bundesliga,2010-11-13
Nuernberg,55,GER,1662.88745117,GER-Bundesliga,2010-11-13
Freiburg,67,GER,1633.9699707,GER-Bundesliga,2010-11-13
Hannover,68,GER,1633.69030762,GER-Bundesliga,2010-11-13
Koeln,84,GER,1603.26171875,GER-Bundesliga,2010-11-13
Gladbach,89,GER,1591.67980957,GER-Bundesliga,2010-11-13
Lautern,93,GER,1587.06994629,GER-Bundesliga,2010-11-13
St Pauli,94,GER,1583.34448242,GER-Bundesliga,2010-11-13
Bayern,6,GER,1875.74645996,GER-Bundesliga,2010-11-20
Dortmund,8,GER,1825.87475586,GER-Bundesliga,2010-11-20
Leverkusen,15,GER,1784.67028809,GER-Bundesliga,2010-11-20
Stuttgart,19,GER,1768.13671875,GER-Bundesliga,2010-11-20
Werder,22,GER,1748.13098145,GER-Bundesliga,2010-11-20
Hamburg,23,GER,1742.9954834,GER-Bundesliga,2010-11-20
Schalke,24,GER,1740.91552734,GER-Bundesliga,2010-11-20
Wolfsburg,29,GER,1735.19726562,GER-Bundesliga,2010-11-20
Mainz,36,GER,1705.76074219,GER-Bundesliga,2010-11-20
Hoffenheim,39,GER,1700.56542969,GER-Bundesliga,2010-11-20
Frankfurt,41,GER,1697.95471191,GER-Bundesliga,2010-11-20
Nuernberg,54,GER,1658.8215332,GER-Bundesliga,2010-11-20
Freiburg,63,GER,1645.54760742,GER-Bundesliga,2010-11-20
Hannover,64,GER,1645.48327637,GER-Bundesliga,2010-11-20
Gladbach,80,GER,1611.76013184,GER-Bundesliga,2010-11-20
Lautern,89,GER,1590.13806152,GER-Bundesliga,2010-11-20
Koeln,92,GER,1583.18139648,GER-Bundesliga,2010-11-20
St Pauli,94,GER,1578.56030273,GER-Bundesliga,2010-11-20
Bayern,5,GER,1865.80163574,GER-Bundesliga,2010-11-27
Dortmund,8,GER,1830.16308594,GER-Bundesliga,2010-11-27
Leverkusen,17,GER,1784.15759277,GER-Bundesliga,2010-11-27
Schalke,20,GER,1765.11938477,GER-Bundesliga,2010-11-27
Stuttgart,22,GER,1753.26245117,GER-Bundesliga,2010-11-27
Hamburg,27,GER,1733.44885254,GER-Bundesliga,2010-11-27
Wolfsburg,28,GER,1731.70263672,GER-Bundesliga,2010-11-27
Werder,29,GER,1727.21447754,GER-Bundesliga,2010-11-27
Mainz,31,GER,1720.70031738,GER-Bundesliga,2010-11-27
Hoffenheim,33,GER,1719.28161621,GER-Bundesliga,2010-11-27
Frankfurt,50,GER,1677.21557617,GER-Bundesliga,2010-11-27
Hannover,57,GER,1653.00695801,GER-Bundesliga,2010-11-27
Freiburg,63,GER,1639.23632812,GER-Bundesliga,2010-11-27
Nuernberg,70,GER,1632.97387695,GER-Bundesliga,2010-11-27
Lautern,83,GER,1605.42993164,GER-Bundesliga,2010-11-27
Gladbach,85,GER,1603.33044434,GER-Bundesliga,2010-11-27
Koeln,89,GER,1596.03259277,GER-Bundesliga,2010-11-27
St Pauli,94,GER,1580.03198242,GER-Bundesliga,2010-11-27
Bayern,6,GER,1867.9017334,GER-Bundesliga,2010-12-4
Dortmund,8,GER,1833.09692383,GER-Bundesliga,2010-12-4
Leverkusen,15,GER,1786.56689453,GER-Bundesliga,2010-12-4
Hamburg,22,GER,1740.55236816,GER-Bundesliga,2010-12-4
Schalke,23,GER,1739.49853516,GER-Bundesliga,2010-12-4
Werder,25,GER,1730.17797852,GER-Bundesliga,2010-12-4
Stuttgart,26,GER,1727.57666016,GER-Bundesliga,2010-12-4
Wolfsburg,27,GER,1727.48291016,GER-Bundesliga,2010-12-4
Mainz,30,GER,1718.32177734,GER-Bundesliga,2010-12-4
Hoffenheim,31,GER,1716.77575684,GER-Bundesliga,2010-12-4
Frankfurt,52,GER,1670.35852051,GER-Bundesliga,2010-12-4
Hannover,54,GER,1660.85961914,GER-Bundesliga,2010-12-4
Nuernberg,70,GER,1630.59533691,GER-Bundesliga,2010-12-4
Freiburg,73,GER,1626.62658691,GER-Bundesliga,2010-12-4
Lautern,76,GER,1618.82592773,GER-Bundesliga,2010-12-4
Gladbach,85,GER,1597.35681152,GER-Bundesliga,2010-12-4
Koeln,87,GER,1595.49536133,GER-Bundesliga,2010-12-4
St Pauli,92,GER,1579.7791748,GER-Bundesliga,2010-12-4
Bayern,6,GER,1866.84814453,GER-Bundesliga,2010-12-11
Dortmund,7,GER,1849.04174805,GER-Bundesliga,2010-12-11
Leverkusen,14,GER,1798.17358398,GER-Bundesliga,2010-12-11
Schalke,17,GER,1772.76635742,GER-Bundesliga,2010-12-11
Werder,20,GER,1755.7668457,GER-Bundesliga,2010-12-11
Hamburg,23,GER,1740.53808594,GER-Bundesliga,2010-12-11
Wolfsburg,26,GER,1734.56677246,GER-Bundesliga,2010-12-11
Hoffenheim,27,GER,1728.2175293,GER-Bundesliga,2010-12-11
Stuttgart,28,GER,1726.82995605,GER-Bundesliga,2010-12-11
Mainz,30,GER,1719.95874023,GER-Bundesliga,2010-12-11
Frankfurt,43,GER,1686.87719727,GER-Bundesliga,2010-12-11
Hannover,44,GER,1685.4798584,GER-Bundesliga,2010-12-11
Freiburg,61,GER,1644.79663086,GER-Bundesliga,2010-12-11
Nuernberg,67,GER,1632.80627441,GER-Bundesliga,2010-12-11
Lautern,73,GER,1627.90380859,GER-Bundesliga,2010-12-11
Koeln,84,GER,1602.04431152,GER-Bundesliga,2010-12-11
Gladbach,87,GER,1598.35290527,GER-Bundesliga,2010-12-11
St Pauli,91,GER,1588.85705566,GER-Bundesliga,2010-12-11
Bayern,5,GER,1869.02856445,GER-Bundesliga,2010-12-18
Dortmund,7,GER,1852.5090332,GER-Bundesliga,2010-12-18
Leverkusen,11,GER,1804.87866211,GER-Bundesliga,2010-12-18
Schalke,17,GER,1781.08496094,GER-Bundesliga,2010-12-18
Werder,20,GER,1749.64245605,GER-Bundesliga,2010-12-18
Hamburg,24,GER,1734.2532959,GER-Bundesliga,2010-12-18
Wolfsburg,25,GER,1733.17553711,GER-Bundesliga,2010-12-18
Stuttgart,26,GER,1731.42480469,GER-Bundesliga,2010-12-18
Hoffenheim,30,GER,1723.2175293,GER-Bundesliga,2010-12-18
Mainz,32,GER,1710.70690918,GER-Bundesliga,2010-12-18
Hannover,45,GER,1685.01330566,GER-Bundesliga,2010-12-18
Frankfurt,49,GER,1678.14562988,GER-Bundesliga,2010-12-18
Freiburg,55,GER,1653.02124023,GER-Bundesliga,2010-12-18
Nuernberg,67,GER,1636.87304688,GER-Bundesliga,2010-12-18
Lautern,71,GER,1628.36169434,GER-Bundesliga,2010-12-18
Koeln,79,GER,1609.8425293,GER-Bundesliga,2010-12-18
St Pauli,90,GER,1585.74328613,GER-Bundesliga,2010-12-18
Gladbach,92,GER,1583.03466797,GER-Bundesliga,2010-12-18
Bayern,5,GER,1877.81835938,GER-Bundesliga,2010-12-25
Dortmund,7,GER,1841.90991211,GER-Bundesliga,2010-12-25
Leverkusen,12,GER,1799.18334961,GER-Bundesliga,2010-12-25
Schalke,16,GER,1786.11364746,GER-Bundesliga,2010-12-25
Werder,23,GER,1737.07653809,GER-Bundesliga,2010-12-25
Hamburg,24,GER,1734.2532959,GER-Bundesliga,2010-12-25
Wolfsburg,25,GER,1730.85168457,GER-Bundesliga,2010-12-25
Hoffenheim,27,GER,1725.54125977,GER-Bundesliga,2010-12-25
Stuttgart,30,GER,1722.63500977,GER-Bundesliga,2010-12-25
Mainz,31,GER,1720.10229492,GER-Bundesliga,2010-12-25
Frankfurt,44,GER,1688.74475098,GER-Bundesliga,2010-12-25
Hannover,49,GER,1674.54101562,GER-Bundesliga,2010-12-25
Freiburg,54,GER,1658.7166748,GER-Bundesliga,2010-12-25
Nuernberg,60,GER,1647.34533691,GER-Bundesliga,2010-12-25
Lautern,65,GER,1640.9276123,GER-Bundesliga,2010-12-25
Koeln,81,GER,1604.81384277,GER-Bundesliga,2010-12-25
Gladbach,91,GER,1583.03466797,GER-Bundesliga,2010-12-25
St Pauli,92,GER,1576.34790039,GER-Bundesliga,2010-12-25
Bayern,5,GER,1877.81835938,GER-Bundesliga,2011-1-1
Dortmund,7,GER,1841.90991211,GER-Bundesliga,2011-1-1
Leverkusen,13,GER,1799.18334961,GER-Bundesliga,2011-1-1
Schalke,15,GER,1786.11364746,GER-Bundesliga,2011-1-1
Werder,23,GER,1737.07653809,GER-Bundesliga,2011-1-1
Hamburg,24,GER,1734.2532959,GER-Bundesliga,2011-1-1
Wolfsburg,25,GER,1730.85168457,GER-Bundesliga,2011-1-1
Hoffenheim,27,GER,1725.54125977,GER-Bundesliga,2011-1-1
Stuttgart,30,GER,1722.63500977,GER-Bundesliga,2011-1-1
Mainz,31,GER,1720.10229492,GER-Bundesliga,2011-1-1
Frankfurt,42,GER,1688.74475098,GER-Bundesliga,2011-1-1
Hannover,49,GER,1674.54101562,GER-Bundesliga,2011-1-1
Freiburg,54,GER,1658.7166748,GER-Bundesliga,2011-1-1
Nuernberg,59,GER,1647.34533691,GER-Bundesliga,2011-1-1
Lautern,64,GER,1640.9276123,GER-Bundesliga,2011-1-1
Koeln,82,GER,1604.81384277,GER-Bundesliga,2011-1-1
Gladbach,91,GER,1583.03466797,GER-Bundesliga,2011-1-1
St Pauli,92,GER,1576.34790039,GER-Bundesliga,2011-1-1
Bayern,4,GER,1877.81835938,GER-Bundesliga,2011-1-8
Dortmund,7,GER,1841.90991211,GER-Bundesliga,2011-1-8
Leverkusen,13,GER,1799.18334961,GER-Bundesliga,2011-1-8
